Nom,Age,Type_d_infraction,Infraction,Date_d_infraction
Laure Da Silva,45.0,Crimes,Coups et violences volontaires,2022-10-12
Laure Da Silva,45.0,Délits,Infractions sur les stupéfiants,1998-11-22
Laure Da Silva,45.0,Crimes,Homicides volontaires,2022-06-08
Laure Da Silva,45.0,Contraventions,Atteintes à la sûreté publique,1997-05-07
Laure Da Silva,45.0,Contraventions,Ordre administratif et judiciaire,2005-07-10
Laure Da Silva,45.0,Crimes,"Vols, recels, destructions",2007-01-05
Laure Da Silva,45.0,Délits,Autres infractions à la santé publique,2018-01-29
Philippe-Joseph Ruiz,68.0,Délits,Circulation routière,1976-10-18
Philippe-Joseph Ruiz,68.0,Crimes,Homicides volontaires,1984-10-11
Philippe-Joseph Ruiz,68.0,Crimes,"Vols, recels, destructions",2022-09-23
Philippe-Joseph Ruiz,68.0,Crimes,Homicides volontaires,2009-12-26
Philippe-Joseph Ruiz,68.0,Contraventions,Atteintes aux moeurs,1995-11-05
Philippe-Joseph Ruiz,68.0,Crimes,Atteintes a la surete publique,2011-07-14
Philippe-Joseph Ruiz,68.0,Délits,Homicides involontaires,2007-10-23
Catherine Faivre,25.0,Délits,Atteintes à la famille,2020-08-02
Catherine Faivre,25.0,Contraventions,Atteintes à la sûreté publique,2020-12-19
Catherine Faivre,25.0,Délits,Autres infractions à la santé publique,2021-07-10
Catherine Faivre,25.0,Délits,Coups et violences volontaires,2021-09-24
Joseph Camus,26.0,Crimes,Homicides volontaires,2017-08-27
Joseph Camus,26.0,Délits,Circulation routière,2019-02-26
Joseph Camus,26.0,Délits,Destructions - dégradations,2021-09-02
Clémence Bouchet,51.0,Délits,Faux en écriture publique ou privée,2021-11-01
Clémence Bouchet,51.0,Contraventions,Atteintes aux biens,2014-10-27
Clémence Bouchet,51.0,Contraventions,Travail et sécurité sociale,2010-11-24
Clémence Bouchet,51.0,Délits,Fraudes et contrefaçons,1992-09-20
Adèle Labbé,89.0,Crimes,Coups et violences volontaires,1976-02-29
Adèle Labbé,89.0,Délits,Atteintes aux finances publiques,2002-07-14
Nathalie Boyer,30.0,Crimes,Atteintes a la surete publique,2021-04-14
Nathalie Boyer,30.0,Crimes,"Vols, recels, destructions",2022-01-19
Nathalie Boyer,30.0,Délits,Infractions sur les stupéfiants,2013-09-28
Nathalie Boyer,30.0,Contraventions,Atteintes aux biens,2017-02-17
Nathalie Boyer,30.0,Contraventions,Atteintes aux biens,2015-11-03
Inès-Jacqueline Klein,31.0,Crimes,"Vols, recels, destructions",2012-10-30
Inès-Jacqueline Klein,31.0,Délits,Faux en écriture publique ou privée,2017-11-30
Christine de Dubois,72.0,Contraventions,Ordre administratif et judiciaire,2010-08-31
Patricia Pelletier,35.0,Contraventions,Atteintes à la santé,2014-05-08
Patricia Pelletier,35.0,Délits,Escroqueries - abus de confiance,2018-11-13
Patricia Pelletier,35.0,Délits,Atteintes aux moeurs,2011-06-19
Caroline Bonneau,56.0,Crimes,Atteintes a la surete publique,2016-02-22
William de la Roche,24.0,Crimes,"Vols, recels, destructions",2019-07-14
William de la Roche,24.0,Contraventions,Atteintes à la sûreté publique,2018-11-06
William de la Roche,24.0,Contraventions,Atteintes à la sûreté publique,2022-09-14
Clémence Bertin,68.0,Contraventions,Atteintes à l'ordre économique,1988-03-19
Lucy Delannoy,80.0,Contraventions,Atteintes à la sûreté publique,1975-07-31
Lucy Delannoy,80.0,Contraventions,Atteintes à la sûreté publique,1964-01-10
Jeannine Faure Le Mathieu,57.0,Contraventions,Autres atteintes aux personnes,2011-12-21
Jeannine Faure Le Mathieu,57.0,Délits,Travail et sécurité sociale,1986-12-04
Jeannine Faure Le Mathieu,57.0,Délits,Commerce et transport d'armes,2021-10-16
François Morin,92.0,Contraventions,Atteintes aux moeurs,2007-11-29
François Morin,92.0,Crimes,"Vols, recels, destructions",1960-12-16
François Morin,92.0,Crimes,Coups et violences volontaires,2019-04-06
Inès Hamon,92.0,Contraventions,Atteintes aux biens,2009-03-26
Inès Hamon,92.0,Contraventions,Ordre administratif et judiciaire,1987-11-10
Bernadette Guibert de la Gosselin,78.0,Crimes,Homicides volontaires,2020-11-09
Bernadette Guibert de la Gosselin,78.0,Délits,Autres atteintes à la personne,1979-05-25
Bernadette Guibert de la Gosselin,78.0,Crimes,Coups et violences volontaires,1984-04-09
Olivier Chevalier,27.0,Délits,Atteintes aux moeurs,2020-06-06
Olivier Chevalier,27.0,Délits,Législation sur les sociétés,2022-11-06
Olivier Chevalier,27.0,Crimes,"Vols, recels, destructions",2015-05-24
Olivier Chevalier,27.0,Délits,Atteintes aux moeurs,2022-02-05
Olivier Chevalier,27.0,Crimes,Coups et violences volontaires,2016-11-10
Olivier Chevalier,27.0,Crimes,Homicides volontaires,2015-03-25
Olivier Chevalier,27.0,Délits,Atteintes à la famille,2015-11-27
Olivier Chevalier,27.0,Contraventions,Infractions en matière de transport,2018-04-22
Olivier Chevalier,27.0,Contraventions,Atteintes à l'environnement,2016-09-16
Anastasie Toussaint,86.0,Délits,Atteintes aux moeurs,2006-04-08
Anastasie Toussaint,86.0,Crimes,Homicides volontaires,1987-07-04
Olivier Payet Le Voisin,66.0,Délits,Autres infractions à la santé publique,1987-05-07
Olivier Payet Le Voisin,66.0,Crimes,Homicides volontaires,1983-09-06
Olivier Payet Le Voisin,66.0,Contraventions,Atteintes à l'ordre économique,1977-05-29
Olivier Payet Le Voisin,66.0,Contraventions,Blessures involontaires,2006-01-27
Françoise Dumont,54.0,Délits,Atteintes à la famille,1987-08-14
Françoise Dumont,54.0,Crimes,Homicides volontaires,1989-08-30
Françoise Dumont,54.0,Crimes,"Vols, recels, destructions",1993-05-09
Françoise Dumont,54.0,Crimes,Homicides volontaires,2001-10-29
Françoise Laine,61.0,Délits,Chèques,2013-02-22
Olivie Pichon,51.0,Crimes,"Vols, recels, destructions",2020-10-26
Olivie Pichon,51.0,Contraventions,Atteintes à l'ordre économique,2021-12-19
Olivie Pichon,51.0,Délits,Autres atteintes à la sûreté publique,2015-09-22
Patrick Le Gall-Lebrun,32.0,Délits,Infractions militaires,2021-01-24
Patrick Le Gall-Lebrun,32.0,Crimes,"Vols, recels, destructions",2011-04-21
Robert du Marion,85.0,Crimes,"Vols, recels, destructions",1961-09-26
Robert du Marion,85.0,Crimes,Coups et violences volontaires,2005-07-14
Richard du Gosselin,62.0,Délits,Atteintes aux moeurs,1999-12-16
Richard du Gosselin,62.0,Contraventions,Travail et sécurité sociale,2013-08-09
Richard du Gosselin,62.0,Délits,Coups et violences volontaires,2015-11-03
Richard du Gosselin,62.0,Contraventions,Atteintes aux biens,2012-01-25
Nicolas Bailly-Mercier,39.0,Délits,Police des étrangers - nomades,2016-11-04
Nicolas Bailly-Mercier,39.0,Contraventions,Coups et violences volontaires,2011-01-30
Nicolas Bailly-Mercier,39.0,Crimes,"Vols, recels, destructions",2015-08-01
Nicolas Bailly-Mercier,39.0,Contraventions,Coups et violences volontaires,2002-10-28
Nicolas Bailly-Mercier,39.0,Crimes,Atteintes a la surete publique,2006-08-30
Thierry Lamy,78.0,Contraventions,Coups et violences volontaires,2000-01-24
Thierry Lamy,78.0,Délits,Législation sur les sociétés,1965-07-12
Thierry Lamy,78.0,Crimes,Coups et violences volontaires,2012-12-18
Benjamin Teixeira,26.0,Délits,Infractions sur les stupéfiants,2020-12-16
Benjamin Teixeira,26.0,Délits,Travail et sécurité sociale,2021-05-05
Benjamin Teixeira,26.0,Crimes,Atteintes a la surete publique,2015-03-21
Grégoire Delmas de Blanchard,71.0,Contraventions,Atteintes à l'environnement,1983-08-13
Grégoire Delmas de Blanchard,71.0,Délits,Circulation routière,1985-05-07
Roger Leblanc,81.0,Crimes,Atteintes a la surete publique,1990-06-27
Roger Leblanc,81.0,Crimes,Atteintes a la surete publique,2014-03-20
Roger Leblanc,81.0,Délits,Blessures involontaires,2020-11-03
Olivier Hoareau de Martineau,23.0,Crimes,Homicides volontaires,2020-06-10
Olivier Hoareau de Martineau,23.0,Délits,Législation sur les sociétés,2020-05-09
Olivier Hoareau de Martineau,23.0,Délits,Commerce et transport d'armes,2019-01-18
Olivier Hoareau de Martineau,23.0,Contraventions,Circulation routière,2019-12-17
Olivier Hoareau de Martineau,23.0,Contraventions,Autres atteintes aux personnes,2018-01-30
Valérie Dijoux,27.0,Délits,Vols - recels,2018-02-07
Valérie Dijoux,27.0,Délits,Atteintes aux finances publiques,2016-02-02
Valérie Dijoux,27.0,Délits,Commerce et transport d'armes,2016-02-18
Valérie Dijoux,27.0,Délits,Infractions militaires,2020-10-10
Valérie Dijoux,27.0,Délits,Blessures involontaires,2021-10-08
Valérie Dijoux,27.0,Contraventions,Atteintes aux moeurs,2022-03-19
Nathalie Bazin,52.0,Contraventions,Atteintes à l'environnement,2014-09-01
Nathalie Bazin,52.0,Délits,Coups et violences volontaires,2008-01-24
Éric Reynaud,63.0,Crimes,Atteintes a la surete publique,2018-03-03
Éric Reynaud,63.0,Crimes,Atteintes a la surete publique,1994-06-02
Éric Reynaud,63.0,Contraventions,Atteintes aux biens,1993-05-07
Éric Reynaud,63.0,Crimes,Homicides volontaires,1980-03-08
Éric Reynaud,63.0,Délits,Atteintes aux moeurs,2012-12-24
Éric Reynaud,63.0,Crimes,Coups et violences volontaires,1990-10-14
Éric Reynaud,63.0,Contraventions,Atteintes à l'environnement,2018-06-18
Martine Clément,42.0,Délits,Fraudes et contrefaçons,2000-12-13
Martine Clément,42.0,Crimes,Homicides volontaires,2015-10-31
Martine Clément,42.0,Contraventions,Atteintes à la santé,2008-01-19
Martine Clément,42.0,Crimes,"Vols, recels, destructions",2001-11-19
Martine Clément,42.0,Crimes,"Vols, recels, destructions",2022-03-27
Martine Clément,42.0,Crimes,"Vols, recels, destructions",2004-09-25
Martine Clément,42.0,Délits,Vols - recels,2005-08-31
Martine Clément,42.0,Crimes,Atteintes a la surete publique,2013-05-30
Martine Clément,42.0,Délits,Police des étrangers - nomades,2016-05-18
Gilbert-Charles Thibault,45.0,Contraventions,Atteintes à la santé,2018-06-15
Gilbert-Charles Thibault,45.0,Contraventions,Infractions en matière de transport,2022-02-18
Gilbert-Charles Thibault,45.0,Délits,Homicides involontaires,2011-10-15
Gilbert-Charles Thibault,45.0,Délits,Circulation routière,2019-04-17
Gilbert-Charles Thibault,45.0,Délits,Circulation routière,2013-08-07
Gilbert-Charles Thibault,45.0,Crimes,"Vols, recels, destructions",1998-11-13
Gilbert Martineau,34.0,Contraventions,Atteintes aux moeurs,2012-11-18
Gilbert Martineau,34.0,Crimes,Atteintes a la surete publique,2014-01-06
Gilbert Martineau,34.0,Délits,Atteintes à la famille,2021-06-21
Gilbert Martineau,34.0,Contraventions,Autres atteintes aux personnes,2016-06-12
Gilbert Martineau,34.0,Contraventions,Atteintes aux moeurs,2009-07-27
Gilbert Martineau,34.0,Délits,Homicides involontaires,2014-05-09
Hugues Giraud,32.0,Contraventions,Atteintes à l'ordre économique,2009-11-08
Hugues Giraud,32.0,Contraventions,Atteintes à la santé,2017-10-20
Hugues Giraud,32.0,Contraventions,Ordre administratif et judiciaire,2009-12-16
Hugues Giraud,32.0,Contraventions,Autres atteintes aux personnes,2019-01-10
Hugues Giraud,32.0,Délits,Faux en écriture publique ou privée,2016-03-30
Hugues Giraud,32.0,Délits,Travail et sécurité sociale,2013-03-08
Hugues Giraud,32.0,Crimes,Homicides volontaires,2018-02-28
Hugues Giraud,32.0,Crimes,Homicides volontaires,2017-05-18
Hugues Giraud,32.0,Délits,Destructions - dégradations,2011-03-30
Noël Blondel-Meunier,21.0,Contraventions,Atteintes à l'environnement,2020-11-30
Margot Renaud de Lacombe,33.0,Crimes,Homicides volontaires,2009-01-06
Constance Wagner,85.0,Crimes,"Vols, recels, destructions",1998-04-12
Éléonore Le Roux,33.0,Contraventions,Coups et violences volontaires,2014-11-20
Éléonore Le Roux,33.0,Contraventions,Circulation routière,2017-07-19
Éléonore Le Roux,33.0,Délits,Destructions - dégradations,2009-04-06
Éléonore Le Roux,33.0,Crimes,Atteintes a la surete publique,2021-02-19
Benjamin de la Alexandre,53.0,Crimes,"Vols, recels, destructions",1992-12-18
François Devaux,88.0,Contraventions,Autres atteintes aux personnes,1978-07-06
François Devaux,88.0,Délits,Législation sur les sociétés,2012-07-02
François Devaux,88.0,Contraventions,Atteintes aux moeurs,1999-12-10
Jean Toussaint de la Devaux,57.0,Crimes,Homicides volontaires,2002-03-09
Jean Toussaint de la Devaux,57.0,Délits,Circulation routière,1987-03-11
Suzanne Dupré Le Picard,67.0,Crimes,Homicides volontaires,1989-05-02
Rémy Vallée,54.0,Contraventions,Travail et sécurité sociale,2019-01-10
Rémy Vallée,54.0,Crimes,"Vols, recels, destructions",1987-05-26
Rémy Vallée,54.0,Crimes,"Vols, recels, destructions",1996-03-27
Rémy Vallée,54.0,Crimes,"Vols, recels, destructions",1987-10-29
Augustin Benard,32.0,Contraventions,Travail et sécurité sociale,2014-11-19
Augustin Benard,32.0,Délits,Transport,2017-05-05
Augustin Benard,32.0,Délits,"Législation sur la concurrence, les prix",2011-03-08
Augustin Benard,32.0,Crimes,Atteintes a la surete publique,2021-07-15
Augustin Benard,32.0,Délits,Atteintes à la famille,2009-04-30
Augustin Benard,32.0,Délits,Législation sur les sociétés,2014-05-11
Augustin Benard,32.0,Crimes,"Vols, recels, destructions",2017-02-20
Étienne Duval,73.0,Crimes,Homicides volontaires,1991-08-14
Étienne Duval,73.0,Crimes,"Vols, recels, destructions",1977-03-10
Bertrand Launay,90.0,Contraventions,Atteintes aux biens,2022-06-03
Bertrand Launay,90.0,Contraventions,Travail et sécurité sociale,1979-05-28
Bertrand Launay,90.0,Contraventions,Infractions en matière de transport,2013-08-24
Isabelle Rossi,22.0,Délits,Atteintes aux moeurs,2022-01-06
Isabelle Rossi,22.0,Contraventions,Circulation routière,2020-10-29
Isabelle Rossi,22.0,Délits,Ordre administratif et judiciaire,2021-11-10
Isabelle Rossi,22.0,Contraventions,Travail et sécurité sociale,2022-12-04
Isabelle Rossi,22.0,Délits,Circulation routière,2021-07-18
Christine Labbé-Bonnet,61.0,Crimes,Coups et violences volontaires,2022-12-01
Christine Labbé-Bonnet,61.0,Contraventions,Travail et sécurité sociale,2021-08-04
Christine Labbé-Bonnet,61.0,Crimes,Homicides volontaires,1990-12-16
Christine Labbé-Bonnet,61.0,Crimes,"Vols, recels, destructions",2015-11-01
Christine Labbé-Bonnet,61.0,Délits,Autres atteintes à la personne,2017-03-10
Christine Labbé-Bonnet,61.0,Contraventions,Atteintes à l'environnement,2002-06-24
Christine Labbé-Bonnet,61.0,Délits,Vols - recels,2006-04-05
Josette Guillon-Leclercq,38.0,Délits,Coups et violences volontaires,2007-05-08
Josette Guillon-Leclercq,38.0,Délits,Autres infractions à la santé publique,2014-03-10
Josette Guillon-Leclercq,38.0,Crimes,"Vols, recels, destructions",2015-06-02
Henriette Cousin,44.0,Crimes,"Vols, recels, destructions",2014-12-22
Henriette Cousin,44.0,Délits,Autres infractions à la santé publique,1999-12-31
Henriette Cousin,44.0,Contraventions,Autres atteintes aux personnes,2018-10-15
Henriette Cousin,44.0,Délits,Homicides involontaires,2001-01-03
Paulette Dias,31.0,Contraventions,Atteintes à la santé,2014-11-17
Paulette Dias,31.0,Crimes,Atteintes a la surete publique,2011-07-30
Paulette Dias,31.0,Contraventions,Atteintes à l'environnement,2019-06-27
Paulette Dias,31.0,Contraventions,Blessures involontaires,2013-02-14
Paulette Dias,31.0,Délits,Destructions - dégradations,2010-04-19
Paulette Dias,31.0,Crimes,"Vols, recels, destructions",2018-06-04
Paulette Dias,31.0,Délits,Circulation routière,2010-04-23
Paulette Dias,31.0,Délits,Transport,2020-06-20
Paulette Dias,31.0,Délits,Autres atteintes à la personne,2012-02-15
Paulette Dias,31.0,Délits,Blessures involontaires,2010-01-31
Susan de Fontaine,82.0,Contraventions,Atteintes à la santé,1967-01-19
Susan de Fontaine,82.0,Contraventions,Ordre administratif et judiciaire,1990-03-20
Susan de Fontaine,82.0,Crimes,Homicides volontaires,2019-05-26
Françoise Le Hoarau,65.0,Crimes,Coups et violences volontaires,1989-09-07
Françoise Le Hoarau,65.0,Délits,Législation sur les sociétés,1980-12-28
Françoise Le Hoarau,65.0,Délits,Travail et sécurité sociale,1992-05-05
Françoise Le Hoarau,65.0,Délits,Législation sur les sociétés,1984-07-22
Françoise Le Hoarau,65.0,Contraventions,Atteintes à l'ordre économique,1980-06-13
Françoise Le Hoarau,65.0,Délits,Autres infractions à la santé publique,1995-07-14
Françoise Le Hoarau,65.0,Délits,Atteintes à l'environnement,1998-02-08
Antoine Leroux,37.0,Crimes,Homicides volontaires,2020-04-22
Antoine Leroux,37.0,Crimes,Atteintes a la surete publique,2021-06-07
Lorraine Guillou de Bertin,67.0,Contraventions,Atteintes aux moeurs,1974-01-11
Lorraine Guillou de Bertin,67.0,Crimes,Homicides volontaires,2010-07-01
Susanne Marques,34.0,Contraventions,Ordre administratif et judiciaire,2009-10-09
Susanne Marques,34.0,Crimes,Coups et violences volontaires,2019-03-05
Susanne Marques,34.0,Crimes,Coups et violences volontaires,2010-03-22
Jean Benard,88.0,Contraventions,Blessures involontaires,2015-08-27
Joseph Dumont-Maurice,56.0,Contraventions,Coups et violences volontaires,2016-01-30
Joseph Dumont-Maurice,56.0,Délits,Atteintes à la famille,1989-04-26
Joseph Dumont-Maurice,56.0,Délits,Faux en écriture publique ou privée,1988-12-03
Joseph Dumont-Maurice,56.0,Contraventions,Autres atteintes aux personnes,2006-08-05
Joseph Dumont-Maurice,56.0,Crimes,"Vols, recels, destructions",1999-09-17
Joseph Dumont-Maurice,56.0,Contraventions,Atteintes à l'ordre économique,2022-05-09
Joseph Dumont-Maurice,56.0,Contraventions,Atteintes aux moeurs,2009-11-04
Joseph Dumont-Maurice,56.0,Délits,Chèques,2000-07-07
Hortense Guérin,88.0,Crimes,Atteintes a la surete publique,1963-08-11
Hortense Guérin,88.0,Délits,Chèques,1991-05-17
Antoine de la Mercier,65.0,Crimes,"Vols, recels, destructions",1989-03-12
Antoine de la Mercier,65.0,Délits,Infractions militaires,2002-02-22
Amélie Potier de Briand,86.0,Crimes,Coups et violences volontaires,1987-01-23
Aurélie Noël,40.0,Contraventions,Circulation routière,2014-02-25
Aurélie Noël,40.0,Crimes,Atteintes a la surete publique,2013-08-17
Aurélie Noël,40.0,Contraventions,Atteintes à la sûreté publique,2011-03-13
Aurélie Noël,40.0,Crimes,"Vols, recels, destructions",2022-04-21
Aurélie Noël,40.0,Délits,Infractions sur les stupéfiants,2022-04-30
Raymond Le Roux-Faivre,68.0,Crimes,Atteintes a la surete publique,2002-10-11
Raymond Le Roux-Faivre,68.0,Crimes,"Vols, recels, destructions",1982-12-05
Raymond Le Roux-Faivre,68.0,Crimes,"Vols, recels, destructions",2018-03-20
Raymond Le Roux-Faivre,68.0,Contraventions,Atteintes à l'ordre économique,1987-11-17
Raymond Le Roux-Faivre,68.0,Délits,Autres infractions à la santé publique,1994-03-14
Raymond Le Roux-Faivre,68.0,Délits,Faux en écriture publique ou privée,1996-04-03
