Dates,Noms,Déplacements,Documents,Numéro_du_document,Frontières,Destinations
2016-08-28,Lorraine-Pauline Mary,Sortie,Carte nationale dIdentité,64776682,Niger,Niger
2016-08-28,Geneviève Morvan,Entrée,Passeport,72803998,Niger,Bénin
2016-08-28,Chantal Martinez-Roux,Sortie,Carte nationale dIdentité,43515738,Togo,Togo
2016-08-28,Émilie Paul,Entrée,Passeport,27718936,Niger,Bénin
2016-08-29,André Maurice,Entrée,Passeport,59024029,Togo,Bénin
2016-08-29,Frédérique Roux-Blanchard,Entrée,Carte nationale dIdentité,99908498,Togo,Bénin
2016-08-29,Frédéric Lambert,Entrée,Passeport,75448784,Niger,Bénin
2016-08-29,Emmanuel Marchand,Sortie,Carte nationale dIdentité,34368658,Niger,Niger
2016-08-29,Noël Fleury,Entrée,Carte nationale dIdentité,37519006,Nigéria,Bénin
2016-08-29,Julien Chauveau,Entrée,Carte nationale dIdentité,4499730,Togo,Bénin
2016-08-30,Margaret-Brigitte Gosselin,Sortie,Passeport,77805595,Togo,Togo
2016-08-30,Margaret-Brigitte Gosselin,Entrée,Carte nationale dIdentité,72866161,Nigéria,Bénin
2016-08-30,Agathe-Nicole Texier,Entrée,Carte nationale dIdentité,41481706,Togo,Bénin
2016-08-31,Georges Guillou-Blondel,Entrée,Carte nationale dIdentité,11848145,Niger,Bénin
2016-08-31,Claire Millet-Chevalier,Entrée,Carte nationale dIdentité,92847998,Aéroport de Cotonou,Bénin
2016-08-31,Jacques David,Entrée,Carte nationale dIdentité,76376326,Burikina-Faso,Bénin
2016-08-31,Éric Le Morel,Sortie,Carte nationale dIdentité,78662646,Aéroport de Cotonou,Sainte Hélène
2016-08-31,Vincent du Chartier,Entrée,Passeport,79366260,Burikina-Faso,Bénin
2016-08-31,Nicole du Gosselin,Sortie,Passeport,57583240,Aéroport de Cotonou,"Corée, Sud"
2016-09-01,Diane Potier,Sortie,Carte nationale dIdentité,54174384,Nigéria,Nigéria
2016-09-01,Geneviève Morvan,Sortie,Carte nationale dIdentité,90612609,Niger,Niger
2016-09-01,Sophie Adam,Sortie,Carte nationale dIdentité,54586070,Niger,Niger
2016-09-01,Océane Mercier,Sortie,Passeport,29070014,Aéroport de Cotonou,Mexique
2016-09-02,Lucy-Brigitte Turpin,Entrée,Carte nationale dIdentité,92906572,Burikina-Faso,Bénin
2016-09-02,Lucie-Valérie Baron,Entrée,Passeport,38895558,Aéroport de Cotonou,Bénin
2016-09-02,Adrien Dumont de la Rolland,Entrée,Passeport,98301179,Burikina-Faso,Bénin
2016-09-02,Thibaut Peltier Le Guilbert,Sortie,Passeport,59807690,Togo,Togo
2016-09-02,Agnès Bouvier-Royer,Sortie,Passeport,83166742,Togo,Togo
2016-09-02,Nicole Breton,Entrée,Carte nationale dIdentité,4073648,Togo,Bénin
2016-09-03,Dorothée Michaud,Entrée,Carte nationale dIdentité,13585643,Togo,Bénin
2016-09-03,Adrien Dumont de la Rolland,Sortie,Passeport,98301179,Niger,Niger
2016-09-03,Caroline Benard,Entrée,Passeport,3419501,Aéroport de Cotonou,Bénin
2016-09-03,Grégoire Maillet,Sortie,Passeport,27778441,Togo,Togo
2016-09-03,Patrick Gaillard,Entrée,Carte nationale dIdentité,9015862,Niger,Bénin
2016-09-04,Luc Baron,Entrée,Carte nationale dIdentité,62094614,Niger,Bénin
2016-09-05,Nicole du Gosselin,Sortie,Carte nationale dIdentité,11420823,Burikina-Faso,Burikina-Faso
2016-09-05,Jeannine Hebert de la Roche,Entrée,Carte nationale dIdentité,9861371,Nigéria,Bénin
2016-09-05,Jules Guillot,Sortie,Passeport,45404822,Nigéria,Nigéria
2016-09-05,Amélie Dos Santos,Sortie,Passeport,26828750,Niger,Niger
2016-09-05,Monique Guibert,Entrée,Carte nationale dIdentité,19026443,Burikina-Faso,Bénin
2016-09-05,Xavier-Jérôme Gay,Sortie,Carte nationale dIdentité,28980986,Niger,Niger
2016-09-05,Arthur Texier,Entrée,Carte nationale dIdentité,10180791,Togo,Bénin
2016-09-05,Claude de la Neveu,Entrée,Carte nationale dIdentité,70868530,Togo,Bénin
2016-09-06,Antoinette Navarro,Entrée,Carte nationale dIdentité,31667670,Niger,Bénin
2016-09-06,Patricia du Tanguy,Sortie,Passeport,37823140,Aéroport de Cotonou,Pérou
2016-09-06,Martine Poirier,Sortie,Carte nationale dIdentité,87659600,Togo,Togo
2016-09-06,Élise Lamy-Martin,Sortie,Carte nationale dIdentité,18709649,Nigéria,Nigéria
2016-09-06,Olivier Le Sanchez,Entrée,Carte nationale dIdentité,16942323,Aéroport de Cotonou,Bénin
2016-09-06,Astrid de la Bertin,Sortie,Passeport,19992852,Burikina-Faso,Burikina-Faso
2016-09-06,Élisabeth Delorme-Baron,Sortie,Carte nationale dIdentité,19480396,Niger,Niger
2016-09-07,Margaux Allain,Sortie,Passeport,62705404,Nigéria,Nigéria
2016-09-07,Guy de la Guillet,Sortie,Carte nationale dIdentité,66674479,Nigéria,Nigéria
2016-09-07,Olivie-Anaïs Fouquet,Entrée,Carte nationale dIdentité,94777079,Togo,Bénin
2016-09-07,Louis Coulon,Entrée,Carte nationale dIdentité,66645145,Niger,Bénin
2016-09-07,Olivier Robert,Entrée,Carte nationale dIdentité,6903113,Aéroport de Cotonou,Bénin
2016-09-07,Dominique Fontaine,Sortie,Passeport,25070242,Niger,Niger
2016-09-07,Astrid Baudry,Sortie,Carte nationale dIdentité,28785686,Aéroport de Cotonou,Saint-Kitts et Nevis
2016-09-07,Frédérique Roux-Blanchard,Entrée,Passeport,9404335,Togo,Bénin
2016-09-07,Anastasie Guillet-Rodrigues,Sortie,Passeport,71451395,Burikina-Faso,Burikina-Faso
2016-09-08,Alfred Chauvin de la Pichon,Sortie,Carte nationale dIdentité,76716536,Nigéria,Nigéria
2016-09-08,Claire Millet-Chevalier,Sortie,Carte nationale dIdentité,92847998,Nigéria,Nigéria
2016-09-08,Chantal Fischer,Sortie,Passeport,99580657,Nigéria,Nigéria
2016-09-08,Christine Leroux,Sortie,Carte nationale dIdentité,27540292,Burikina-Faso,Burikina-Faso
2016-09-08,Bernard Le Gall,Sortie,Carte nationale dIdentité,89734896,Burikina-Faso,Burikina-Faso
2016-09-08,Manon Martins du Monnier,Entrée,Carte nationale dIdentité,72887764,Niger,Bénin
2016-09-08,Maurice de Chartier,Sortie,Carte nationale dIdentité,65823946,Togo,Togo
2016-09-09,Xavier Perret,Sortie,Carte nationale dIdentité,46987855,Aéroport de Cotonou,Israël
2016-09-09,Catherine-Michelle Mendès,Entrée,Carte nationale dIdentité,44931391,Niger,Bénin
2016-09-09,Pénélope Turpin-Costa,Sortie,Carte nationale dIdentité,10974618,Nigéria,Nigéria
2016-09-09,Alex Durand,Sortie,Passeport,36481785,Togo,Togo
2016-09-09,Hortense Dijoux,Entrée,Passeport,43480653,Burikina-Faso,Bénin
2016-09-09,Geneviève Morvan,Entrée,Passeport,72803998,Niger,Bénin
2016-09-10,Yves Briand du Albert,Entrée,Carte nationale dIdentité,75525610,Nigéria,Bénin
2016-09-10,Anastasie Guillet-Rodrigues,Sortie,Carte nationale dIdentité,36216457,Togo,Togo
2016-09-10,Amélie-Juliette Lemonnier,Entrée,Passeport,34267498,Burikina-Faso,Bénin
2016-09-10,Georges Guillou-Blondel,Entrée,Passeport,98306589,Togo,Bénin
2016-09-10,Vincent Rodrigues,Sortie,Carte nationale dIdentité,48281140,Aéroport de Cotonou,Panama
2016-09-11,Maryse Faure,Entrée,Passeport,26982969,Aéroport de Cotonou,Bénin
2016-09-11,Isaac Fontaine de la Fournier,Sortie,Carte nationale dIdentité,95443136,Aéroport de Cotonou,Sainte Lucie
2016-09-11,Monique Guibert,Sortie,Carte nationale dIdentité,19026443,Aéroport de Cotonou,Sierra Leone
2016-09-12,Arthur Paul,Sortie,Carte nationale dIdentité,45240158,Togo,Togo
2016-09-12,Olivier de la Moreau,Sortie,Passeport,91990985,Aéroport de Cotonou,Zambie
2016-09-12,Xavier Perret,Sortie,Carte nationale dIdentité,46987855,Burikina-Faso,Burikina-Faso
2016-09-12,Monique Guibert,Sortie,Carte nationale dIdentité,19026443,Burikina-Faso,Burikina-Faso
2016-09-12,Manon Bouchet,Sortie,Carte nationale dIdentité,11226552,Togo,Togo
2016-09-12,Dorothée Leclercq-Besson,Sortie,Passeport,23348331,Aéroport de Cotonou,La Barbad
2016-09-13,Corinne Mallet,Entrée,Passeport,17571037,Aéroport de Cotonou,Bénin
2016-09-13,Zoé Mendès,Sortie,Passeport,33576330,Aéroport de Cotonou,Paraguay
2016-09-13,Michel Guillot,Entrée,Carte nationale dIdentité,74224503,Niger,Bénin
2016-09-13,Dorothée Michaud,Sortie,Passeport,48933933,Burikina-Faso,Burikina-Faso
2016-09-13,Lucie Fabre,Sortie,Carte nationale dIdentité,66315771,Togo,Togo
2016-09-13,Mathilde Da Costa,Entrée,Carte nationale dIdentité,29936401,Aéroport de Cotonou,Bénin
2016-09-14,Frédérique Roux-Blanchard,Entrée,Carte nationale dIdentité,99908498,Niger,Bénin
2016-09-14,Monique Guibert,Sortie,Carte nationale dIdentité,19026443,Niger,Niger
2016-09-14,Guy de la Guillet,Sortie,Carte nationale dIdentité,66674479,Niger,Niger
2016-09-14,Amélie-Juliette Lemonnier,Sortie,Passeport,34267498,Togo,Togo
2016-09-15,Sylvie Bertin,Sortie,Passeport,77316294,Aéroport de Cotonou,Namibie
2016-09-15,Stéphane Hardy,Sortie,Carte nationale dIdentité,56174053,Togo,Togo
2016-09-15,Marianne Da Costa-Gomes,Entrée,Passeport,81651557,Togo,Bénin
2016-09-15,Christine Le Jacquet,Sortie,Passeport,17073566,Aéroport de Cotonou,Féroé (Îles)
2016-09-16,Gabriel Ramos,Entrée,Carte nationale dIdentité,36705768,Niger,Bénin
2016-09-16,Antoinette Navarro,Entrée,Carte nationale dIdentité,31667670,Nigéria,Bénin
2016-09-16,Antoinette Navarro,Entrée,Carte nationale dIdentité,31667670,Aéroport de Cotonou,Bénin
2016-09-17,Hélène Fischer du Marin,Sortie,Passeport,72748712,Niger,Niger
2016-09-17,Andrée Munoz,Sortie,Passeport,23577571,Niger,Niger
2016-09-18,Éric Mercier,Sortie,Passeport,37439841,Burikina-Faso,Burikina-Faso
2016-09-18,Lucy-Brigitte Turpin,Sortie,Carte nationale dIdentité,92906572,Niger,Niger
2016-09-18,Thibaut Peltier Le Guilbert,Entrée,Carte nationale dIdentité,75367576,Aéroport de Cotonou,Bénin
2016-09-19,Gilbert Marie-Laine,Entrée,Carte nationale dIdentité,51325860,Burikina-Faso,Bénin
2016-09-19,Mathilde Roger-Techer,Sortie,Passeport,17075918,Niger,Niger
2016-09-19,David Vincent,Entrée,Passeport,23770405,Togo,Bénin
2016-09-20,Jean Benard,Sortie,Carte nationale dIdentité,29696002,Burikina-Faso,Burikina-Faso
2016-09-20,Adrien Dumont de la Rolland,Sortie,Carte nationale dIdentité,31519716,Nigéria,Nigéria
2016-09-20,Margaux Allain,Entrée,Carte nationale dIdentité,38750308,Burikina-Faso,Bénin
2016-09-21,Margot Hoarau,Entrée,Carte nationale dIdentité,76724710,Togo,Bénin
2016-09-21,Pénélope Olivier,Sortie,Passeport,63133313,Nigéria,Nigéria
2016-09-21,Sabine Coulon,Sortie,Passeport,7227603,Togo,Togo
2016-09-21,Franck Laurent,Entrée,Carte nationale dIdentité,30751550,Nigéria,Bénin
2016-09-21,Jeanne Lecomte,Sortie,Carte nationale dIdentité,58868621,Aéroport de Cotonou,Paraguay
2016-09-21,Nathalie Le Lefebvre,Sortie,Passeport,29230474,Niger,Niger
2016-09-21,Joséphine Lecoq-Boucher,Sortie,Carte nationale dIdentité,69232425,Burikina-Faso,Burikina-Faso
2016-09-21,Amélie Dos Santos,Entrée,Carte nationale dIdentité,66733660,Burikina-Faso,Bénin
2016-09-22,Élisabeth Delorme-Baron,Entrée,Passeport,1116661,Togo,Bénin
2016-09-22,Andrée Guillaume,Entrée,Passeport,88971789,Niger,Bénin
2016-09-22,Chantal Martinez-Roux,Sortie,Passeport,57650623,Niger,Niger
2016-09-22,Alice Michaud de Da Costa,Entrée,Passeport,11024764,Burikina-Faso,Bénin
2016-09-22,Denise Peltier,Entrée,Carte nationale dIdentité,20318871,Togo,Bénin
2016-09-22,Jérôme Bailly du Dupont,Sortie,Passeport,69359363,Niger,Niger
2016-09-22,Margot Hoarau,Entrée,Carte nationale dIdentité,76724710,Togo,Bénin
2016-09-23,Corinne Mallet,Sortie,Passeport,17571037,Nigéria,Nigéria
2016-09-24,Jérôme Marques-Lemaire,Entrée,Passeport,3981993,Burikina-Faso,Bénin
2016-09-24,Agathe-Nicole Texier,Sortie,Passeport,97773695,Togo,Togo
2016-09-25,Constance Delaunay,Entrée,Carte nationale dIdentité,78037228,Aéroport de Cotonou,Bénin
2016-09-25,Nicole Breton,Entrée,Passeport,74352813,Aéroport de Cotonou,Bénin
2016-09-25,Lucie-Valérie Baron,Sortie,Carte nationale dIdentité,72599140,Burikina-Faso,Burikina-Faso
2016-09-25,Alain Martinez,Entrée,Passeport,21419525,Nigéria,Bénin
2016-09-25,Georges Guillou-Blondel,Sortie,Carte nationale dIdentité,11848145,Togo,Togo
2016-09-25,Alfred Ledoux,Sortie,Passeport,17917817,Burikina-Faso,Burikina-Faso
2016-09-25,Jérôme Bailly du Dupont,Entrée,Carte nationale dIdentité,46077350,Nigéria,Bénin
2016-09-26,Xavier-Jérôme Gay,Sortie,Carte nationale dIdentité,28980986,Aéroport de Cotonou,Pays-Bas
2016-09-26,Adèle Lambert,Entrée,Passeport,16729443,Togo,Bénin
2016-09-26,Denise Peltier,Sortie,Passeport,88075994,Niger,Niger
2016-09-26,Éric Le Morel,Entrée,Passeport,83867387,Aéroport de Cotonou,Bénin
2016-09-26,Honoré-Yves Girard,Entrée,Carte nationale dIdentité,80328424,Niger,Bénin
2016-09-26,Anne Ferreira,Sortie,Passeport,87231314,Togo,Togo
2016-09-27,Mathilde Roger-Techer,Sortie,Passeport,17075918,Nigéria,Nigéria
2016-09-27,Hortense Dijoux,Entrée,Passeport,43480653,Aéroport de Cotonou,Bénin
2016-09-27,Luc Peron,Entrée,Passeport,79309355,Togo,Bénin
2016-09-27,Joséphine Girard,Sortie,Carte nationale dIdentité,46608541,Aéroport de Cotonou,Fidji (République des)
2016-09-28,Diane Perrin,Entrée,Carte nationale dIdentité,27985532,Aéroport de Cotonou,Bénin
2016-09-28,Jean Cohen du Neveu,Entrée,Carte nationale dIdentité,16763990,Nigéria,Bénin
2016-09-28,Olivier Lecomte,Sortie,Passeport,71873207,Burikina-Faso,Burikina-Faso
2016-09-28,Manon Bouchet,Entrée,Passeport,33383058,Nigéria,Bénin
2016-09-29,Stéphane Hardy,Sortie,Passeport,19236326,Nigéria,Nigéria
2016-09-29,Jérôme Bailly du Dupont,Entrée,Passeport,69359363,Nigéria,Bénin
2016-09-29,Margaret-Brigitte Gosselin,Sortie,Carte nationale dIdentité,72866161,Aéroport de Cotonou,Ethiopie
2016-09-29,Lucie-Valérie Baron,Sortie,Carte nationale dIdentité,72599140,Togo,Togo
2016-09-29,Honoré Gaillard,Sortie,Carte nationale dIdentité,80038721,Burikina-Faso,Burikina-Faso
2016-09-29,Jérôme Marques-Lemaire,Entrée,Passeport,3981993,Togo,Bénin
2016-09-29,Patrick Gaillard,Entrée,Passeport,5167925,Nigéria,Bénin
2016-09-30,Laurent Mace,Sortie,Carte nationale dIdentité,934335,Togo,Togo
2016-09-30,Sébastien Blin,Entrée,Carte nationale dIdentité,45089013,Niger,Bénin
2016-09-30,Vincent Rodrigues,Sortie,Carte nationale dIdentité,48281140,Nigéria,Nigéria
2016-09-30,Raymond Berger,Sortie,Passeport,2643693,Nigéria,Nigéria
2016-10-01,Christine Le Jacquet,Entrée,Carte nationale dIdentité,11778407,Niger,Bénin
2016-10-01,Olivier Le Sanchez,Entrée,Passeport,77577082,Burikina-Faso,Bénin
2016-10-01,Margot de Dias,Entrée,Carte nationale dIdentité,49562159,Nigéria,Bénin
2016-10-01,Stéphane Hardy,Sortie,Carte nationale dIdentité,56174053,Niger,Niger
2016-10-01,Catherine-Henriette Marin,Entrée,Passeport,28765613,Niger,Bénin
2016-10-01,Gabriel Ramos,Entrée,Carte nationale dIdentité,36705768,Burikina-Faso,Bénin
2016-10-01,Guy de la Guillet,Entrée,Passeport,22977745,Niger,Bénin
2016-10-02,Gabriel Ramos,Entrée,Passeport,98140213,Niger,Bénin
2016-10-02,Adèle Gautier,Sortie,Carte nationale dIdentité,87611171,Nigéria,Nigéria
2016-10-02,David Vincent,Sortie,Carte nationale dIdentité,4971186,Nigéria,Nigéria
2016-10-02,Patrick Gaillard,Entrée,Passeport,5167925,Niger,Bénin
2016-10-02,Hortense Huet de la Renaud,Entrée,Carte nationale dIdentité,48724020,Niger,Bénin
2016-10-03,Jacques Adam-Clerc,Sortie,Carte nationale dIdentité,50401195,Aéroport de Cotonou,Groenland
2016-10-03,Diane Perrin,Entrée,Carte nationale dIdentité,27985532,Burikina-Faso,Bénin
2016-10-03,Honoré Gaillard,Entrée,Passeport,14210243,Nigéria,Bénin
2016-10-03,Hélène Fischer du Marin,Entrée,Passeport,72748712,Burikina-Faso,Bénin
2016-10-03,Amélie-Aimée Michel,Entrée,Carte nationale dIdentité,56302175,Burikina-Faso,Bénin
2016-10-04,Thierry Mercier,Sortie,Passeport,84400968,Burikina-Faso,Burikina-Faso
2016-10-04,Nicolas Bailly,Entrée,Passeport,27673469,Nigéria,Bénin
2016-10-04,Pénélope Olivier,Sortie,Passeport,63133313,Niger,Niger
2016-10-04,Nicole Alves-Munoz,Sortie,Passeport,73668323,Aéroport de Cotonou,Samoa
2016-10-04,Christophe Le Legros,Sortie,Passeport,28744194,Niger,Niger
2016-10-04,Paul Bonneau,Entrée,Passeport,70441327,Nigéria,Bénin
2016-10-04,Frédéric Lambert,Entrée,Carte nationale dIdentité,90008507,Nigéria,Bénin
2016-10-04,Arthur Paul,Sortie,Carte nationale dIdentité,45240158,Togo,Togo
2016-10-04,Vincent du Chartier,Sortie,Passeport,79366260,Aéroport de Cotonou,Territoires français du sud
2016-10-04,Manon Martins du Monnier,Sortie,Passeport,58235453,Burikina-Faso,Burikina-Faso
2016-10-05,Laetitia Le Delmas,Entrée,Carte nationale dIdentité,99852833,Nigéria,Bénin
2016-10-05,Agathe-Nicole Texier,Entrée,Carte nationale dIdentité,41481706,Nigéria,Bénin
2016-10-06,Nicolas Bailly,Entrée,Passeport,27673469,Aéroport de Cotonou,Bénin
2016-10-06,Astrid de la Bertin,Entrée,Carte nationale dIdentité,54499559,Niger,Bénin
2016-10-06,Arthur Texier,Sortie,Carte nationale dIdentité,10180791,Togo,Togo
2016-10-06,André Maurice,Sortie,Passeport,59024029,Burikina-Faso,Burikina-Faso
2016-10-06,Margaret-Brigitte Gosselin,Sortie,Passeport,77805595,Aéroport de Cotonou,Sainte Hélène
2016-10-06,Anne Ferreira,Sortie,Passeport,87231314,Aéroport de Cotonou,Féroé (Îles)
2016-10-06,Guy de la Guillet,Entrée,Carte nationale dIdentité,66674479,Aéroport de Cotonou,Bénin
2016-10-07,Océane Mercier,Sortie,Passeport,29070014,Niger,Niger
2016-10-07,Margaret-Brigitte Gosselin,Sortie,Carte nationale dIdentité,72866161,Togo,Togo
2016-10-07,Patrick Gaillard,Sortie,Passeport,5167925,Nigéria,Nigéria
2016-10-07,Daniel-Augustin Bernard,Sortie,Carte nationale dIdentité,69844718,Togo,Togo
2016-10-07,Nicole Breton,Entrée,Passeport,74352813,Togo,Bénin
2016-10-07,Olivie-Anaïs Fouquet,Entrée,Passeport,30439145,Nigéria,Bénin
2016-10-07,Louis Bouchet,Sortie,Carte nationale dIdentité,59340499,Nigéria,Nigéria
2016-10-08,Hugues Petit,Sortie,Passeport,43240464,Nigéria,Nigéria
2016-10-08,Pauline Lebon Le Leconte,Entrée,Carte nationale dIdentité,19247033,Burikina-Faso,Bénin
2016-10-08,Élise Hoareau-Simon,Sortie,Passeport,71640811,Burikina-Faso,Burikina-Faso
2016-10-08,Mathilde Da Costa,Entrée,Carte nationale dIdentité,29936401,Aéroport de Cotonou,Bénin
2016-10-09,Daniel-Augustin Bernard,Sortie,Carte nationale dIdentité,69844718,Togo,Togo
2016-10-09,Constance Delaunay,Sortie,Passeport,92344653,Aéroport de Cotonou,Azerbaïdjan
2016-10-09,Gabriel Ramos,Sortie,Passeport,98140213,Togo,Togo
2016-10-09,Franck Laurent,Sortie,Carte nationale dIdentité,30751550,Nigéria,Nigéria
2016-10-09,Frédérique Roux-Blanchard,Entrée,Carte nationale dIdentité,99908498,Aéroport de Cotonou,Bénin
2016-10-09,Vincent Lebrun,Entrée,Carte nationale dIdentité,28609215,Togo,Bénin
2016-10-10,Noël Fleury,Sortie,Carte nationale dIdentité,37519006,Nigéria,Nigéria
2016-10-10,Cécile Dufour,Sortie,Carte nationale dIdentité,95944177,Aéroport de Cotonou,Papouasie-Nouvelle-Guinée
2016-10-10,Pénélope Olivier,Entrée,Passeport,63133313,Niger,Bénin
2016-10-10,Léon Mercier,Entrée,Carte nationale dIdentité,80889082,Aéroport de Cotonou,Bénin
2016-10-10,Daniel-Augustin Bernard,Entrée,Passeport,37240323,Nigéria,Bénin
2016-10-11,Maryse Faure,Sortie,Passeport,26982969,Burikina-Faso,Burikina-Faso
2016-10-11,Honoré-Yves Girard,Entrée,Carte nationale dIdentité,80328424,Nigéria,Bénin
2016-10-11,Pénélope Olivier,Entrée,Passeport,63133313,Nigéria,Bénin
2016-10-11,Jacques David,Sortie,Carte nationale dIdentité,76376326,Aéroport de Cotonou,Sri Lanka
2016-10-12,Margot Hoarau,Sortie,Carte nationale dIdentité,76724710,Niger,Niger
2016-10-12,Amélie Le Bailly,Sortie,Carte nationale dIdentité,74663172,Nigéria,Nigéria
2016-10-13,Laetitia Mallet,Sortie,Passeport,59267238,Burikina-Faso,Burikina-Faso
2016-10-13,Louis Coulon,Entrée,Carte nationale dIdentité,66645145,Togo,Bénin
2016-10-13,Michel Ruiz-Delattre,Sortie,Passeport,78898403,Togo,Togo
2016-10-14,Diane Perrin,Sortie,Carte nationale dIdentité,27985532,Nigéria,Nigéria
2016-10-14,Camille Guichard-Delannoy,Sortie,Passeport,31848288,Aéroport de Cotonou,Islande
2016-10-14,Sylvie Bertin,Entrée,Passeport,77316294,Togo,Bénin
2016-10-14,Dominique Fontaine,Entrée,Passeport,25070242,Burikina-Faso,Bénin
2016-10-15,Sylvie Bertin,Sortie,Passeport,77316294,Burikina-Faso,Burikina-Faso
2016-10-15,Stéphane Hardy,Sortie,Carte nationale dIdentité,56174053,Togo,Togo
2016-10-15,Arthur Paul,Sortie,Passeport,27770418,Aéroport de Cotonou,Ouganda
2016-10-15,Lucie-Valérie Baron,Entrée,Carte nationale dIdentité,72599140,Togo,Bénin
2016-10-15,Grégoire Maillet,Entrée,Carte nationale dIdentité,85010685,Nigéria,Bénin
2016-10-16,Éric Boulay-Michel,Entrée,Passeport,68774555,Togo,Bénin
2016-10-16,Chantal Fischer,Sortie,Passeport,99580657,Burikina-Faso,Burikina-Faso
2016-10-16,Margaret-Brigitte Gosselin,Sortie,Passeport,77805595,Burikina-Faso,Burikina-Faso
2016-10-17,Antoine Joly,Sortie,Passeport,96533390,Togo,Togo
2016-10-17,Claire Millet-Chevalier,Sortie,Carte nationale dIdentité,92847998,Burikina-Faso,Burikina-Faso
2016-10-17,Richard-Joseph Marchal,Entrée,Passeport,10751482,Aéroport de Cotonou,Bénin
