Name,Age,is_sentenced
Henri Ferrand,45,1
Alfred Buisson,63,0
Olivie Collin de la Pruvost,1,0
Agnès Morvan,2,0
Susanne Marin-Delannoy,5,0
Stéphanie de la Alves,67,1
Laurence Marty,59,1
Patrick Bertrand,63,1
Gabriel Lagarde,25,1
Franck Pottier,2,0
Inès Noël,81,0
Bertrand Jacques,12,0
Anne Hoareau Le Martins,79,1
Diane Carlier,47,1
Gilles Moreau,37,0
Lucie Dijoux de Boyer,27,1
Stéphanie-Luce Lemonnier,29,1
Louise Coulon,70,0
Margot Sauvage du Dupont,62,1
Martine Martel,22,1
Gilbert Louis,52,1
Patrick Hebert-Delannoy,84,1
Paulette Delaunay-Petit,42,1
Laetitia de la Grondin,42,1
Michelle Le Teixeira,29,1
Éric Nicolas,14,0
Suzanne-Cécile Chauveau,76,0
Timothée-René Didier,6,0
Lucas Lombard,71,1
Nicolas Grenier,42,1
Philippine Pinto,59,1
Alexandria-Marine Chartier,58,1
Xavier Chevalier,45,1
Michel Michel,66,1
Aurélie Imbert,85,1
Zoé Guillon de la Schneider,62,1
Catherine-Margot Besnard,48,1
Marc Monnier,42,1
Jules Simon,73,1
Michelle Lucas,78,1
Élisabeth Pinto,67,0
Lucas Fouquet,36,1
Julie Marchand,0,0
Madeleine Berthelot,21,1
Noémi-Michèle Lefèvre,34,1
Capucine Poirier,68,1
Nathalie Langlois,72,1
Émile Clerc,7,0
Lucas Jacquet,65,1
Philippine Jean,67,1
Patricia Chauvet,73,1
Hélène de la Georges,61,1
Hugues Chevallier,74,1
Clémence Chauvet de la Roger,76,1
Margaret Devaux-Hoarau,5,0
Thibaut-Julien Couturier,37,1
William Germain,88,1
Claudine Richard,44,1
Marie de Robin,49,1
Julie Delorme,65,0
Isaac Traore-Aubert,87,1
Marguerite Pereira,43,1
Aimée Grenier,80,0
William Navarro,73,1
Frédérique-Claude Ferreira,75,1
Paulette Marchal,35,1
Henri Muller de la Fleury,82,1
Auguste Descamps,35,1
Étienne Lejeune,66,1
Chantal Marin de Coste,79,1
Franck Collet,60,1
Inès Da Costa Le Nicolas,92,0
Tristan Jacques,42,1
Pénélope Léger,48,1
Claude Le Lebreton,19,0
Colette Benard,13,0
Arthur Maréchal,0,0
Bernadette Germain,7,0
Gilles Benoit,48,1
Christophe Olivier,88,1
Noël Guillot,56,1
Éric Lebon,48,1
Gérard Martins de Chauvet,7,0
François Bouchet,35,1
Marcelle Delaunay,9,0
Édouard Godard,52,1
Aurélie Perrier,67,1
Corinne Lemaître,81,1
Anastasie Perrier,66,1
David Dos Santos de Bourdon,54,1
Dorothée Delahaye,45,1
Auguste du Legros,17,0
Louise du Voisin,60,1
Lucas Lesage,26,0
Sophie du Marques,49,1
Jérôme-Arthur Maréchal,40,1
David Leconte,9,0
Astrid Boucher,47,1
Thibaut Perrin,15,0
Maggie Foucher de Jacquet,74,1
Suzanne Girard de Lebreton,55,1
Thérèse Garcia,45,1
Thibault Lenoir,30,1
Victoire Foucher-Blanchet,60,1
Marcelle Leroux,27,1
Cécile Fournier-Maillet,10,0
Aimée Carlier,6,0
Adélaïde Benard-Leroy,87,0
Astrid Leclercq,2,0
Maggie Gros,0,0
David Muller,47,1
Virginie Bodin Le Monnier,49,0
Pauline Barre,91,1
Bernadette Fernandez,91,1
Antoine Le Bodin,36,1
Caroline Bailly-Lagarde,74,1
Anastasie-Émilie Laporte,10,0
Isaac Langlois-Chrétien,88,0
Jérôme-Gilles Vallée,32,1
Vincent Martinez,69,1
Laure Gérard,42,1
Alexandre Blot,6,0
Maryse Turpin,20,1
Benjamin du Pierre,89,1
Frédérique Loiseau,13,0
Martine Costa de Da Costa,88,1
Clémence de Vallée,82,0
Édouard Labbé,40,0
Franck Dupuis,64,1
Brigitte Legros,36,0
Olivie Muller,2,0
Agnès Martinez,42,1
Jeanne Michaud,13,0
Claire-Stéphanie Charles,67,1
Christine de la Aubert,52,1
Anouk Bigot Le Denis,82,1
Benjamin Didier,14,0
Maurice Thierry,86,0
Jérôme Rivière,87,1
Éléonore de la Nguyen,11,0
Anouk-Caroline Faivre,48,1
Océane Le Gall,6,0
Alphonse Huet,30,1
Tristan Barbier de la Renaud,47,1
Timothée Joubert,71,1
Michel Mercier-Camus,90,1
Olivie Blin,38,1
Nathalie Bègue,75,1
Philippine Colas,83,1
Noémi Klein de la Le Goff,50,1
Chantal Dufour,31,1
Étienne Jacquot,58,1
Célina Foucher,61,1
Constance Da Silva,90,1
André Seguin,48,1
Benjamin Lombard,34,1
Alexandria Georges,17,0
Aimé Rousset,31,1
René Besson,53,1
Pauline Collin,78,0
Pierre Lemaire,58,1
Christine Lucas,52,1
Gabriel Bertrand,20,0
Paulette Renaud,54,1
Mathilde-Marguerite Riou,0,0
Monique Robert-Maillet,30,1
Sabine Chevalier,59,1
Grégoire Torres Le Diallo,20,1
Victor Cousin,66,0
Émile Lagarde,31,1
Luc Lambert,9,0
Audrey-Marguerite Jacquet,13,0
Emmanuel-Alain Grenier,18,0
Michelle Perret du Hardy,37,1
Xavier de la Marion,43,1
Odette Gaillard,45,1
Théophile Seguin,63,1
Françoise Gillet du Bazin,88,1
Anne Bègue,1,0
Marthe Toussaint-Joly,55,1
Michelle Garcia,13,0
Océane-Antoinette Thierry,19,0
Catherine Da Costa,87,1
Paulette Thibault,65,1
Gilles Pons,48,1
Andrée Lagarde,4,0
Hortense Lefebvre,86,0
Frédérique Meyer,92,1
Noémi Seguin-Daniel,56,0
Laurent Gérard du Morel,86,1
Martin Dijoux,24,1
Anne de la Nicolas,19,0
Philippe Bertin du Leroy,56,1
Luc Caron,58,1
Emmanuel Georges,59,1
Tristan Grégoire,36,0
Michelle Delahaye-Lemoine,47,1
Bernadette Guillet,62,1
Arthur Collet,6,0
Anne-Henriette Muller,86,1
André Bonneau,54,1
Philippe de la Schmitt,21,1
Noël Lévêque,68,1
Juliette Colas-Blin,23,1
Charlotte Le Perrot,84,1
Lucas Tessier,16,0
Luc Lelièvre,32,1
Bernard Humbert de la Philippe,3,0
Stéphanie-Manon Olivier,6,0
David Leblanc de la Humbert,24,1
Mathilde-Brigitte Carlier,91,1
René Rocher,28,1
Bernard Bourdon,88,1
Célina Rey,48,1
Augustin Lejeune,12,0
Isabelle Picard-Carpentier,48,1
Michel Regnier,10,0
Xavier Langlois,24,1
Henriette Wagner,28,1
Étienne Martinez de Roche,17,0
Roger Gilles,91,1
François Moreau,6,0
Jacqueline-Émilie Rolland,7,0
Vincent Briand,40,1
Thierry Bègue,16,0
Marcelle Rodriguez,55,1
Joseph-Franck Durand,9,0
Victoire Coulon,81,0
Noémi Parent,20,1
Raymond Humbert,71,1
Thibaut-Julien Laurent,32,1
Pierre Julien,71,1
Antoine Camus,76,1
Emmanuel Rossi,9,0
Marianne Germain,14,0
Catherine Riou,53,1
Thibaut Cousin,4,0
Antoine Moulin-Gonzalez,76,1
Théophile Boucher Le Delorme,82,1
Zoé Raymond,51,1
Denis Robin,0,0
Éric Charrier de François,25,1
Émile Diallo,19,0
Paul Lesage,5,0
Julie Voisin,60,1
Susanne-Valentine Gallet,77,0
Étienne Hamon,69,1
Franck Nguyen Le Hubert,76,1
Marc Dias-Masson,84,1
François Ramos-Delorme,71,1
Noémi Pinto-Delahaye,30,1
Arthur Gautier,63,1
Étienne Bodin-Hamon,64,1
Olivier Collet,28,1
Thomas Barbier,69,1
Thérèse-Antoinette Deschamps,8,0
Éléonore Ramos,78,1
Daniel Royer,89,0
Zacharie De Sousa,85,1
Augustin Vallée,10,0
Agnès Brun,72,1
Alix Verdier,78,0
Nicole Gay,13,0
René Leroux,11,0
Laurent Simon,64,1
Josette Masse,19,0
Brigitte Noël,17,0
Corinne Diaz-Roger,10,0
Alphonse-Jean Grenier,31,1
Léon-Adrien Brun,17,0
Alice Boulanger-Bernier,46,1
Paul Rodrigues,60,1
Alfred Dos Santos,73,1
Anouk Mathieu,77,1
Marguerite-Alix Besson,51,1
Jeannine Boyer de la Joly,9,0
Laurent du Da Silva,55,1
Maurice Lecoq,19,0
Jérôme-Marcel Sauvage,24,1
Laurent Guillou,77,1
Benjamin de la Lévêque,57,1
Daniel Raynaud,40,0
Benjamin Guérin,7,0
Yves Lopez,15,0
Auguste Gérard Le Ruiz,90,0
Susanne Gauthier-Denis,61,0
Léon Arnaud,62,1
Laure Lebon,45,1
Amélie Rey Le Ribeiro,9,0
Christiane Petitjean,25,1
Hélène Lecomte de la Hervé,90,0
Thomas Fabre,33,1
Arnaude Charpentier-Couturier,0,0
Célina Allard,19,0
Thierry Maillot,26,1
Michel Perrier,40,1
Josette Delorme,45,1
Hugues Lecoq de Weber,90,1
Jean Lemoine,1,0
Hugues Perez,15,0
Emmanuel du Bertrand,34,1
Caroline Pichon,0,0
Christine Salmon,22,1
Timothée Nicolas de Fontaine,90,1
Capucine Dupont de la Laroche,88,0
Léon Lopes,77,1
Vincent de la Fernandes,88,1
Gilles du Ollivier,3,0
Nicole Gonzalez,21,1
Astrid Pineau,60,1
Odette du Ferrand,55,1
François Peltier,29,1
Hélène Renaud,47,1
Gilles Grenier-Marie,52,1
Olivier Ferrand,86,1
Astrid-Camille Guibert,67,1
Joseph Charpentier,38,1
Raymond Besnard du Huet,71,1
Maggie Moreno,32,1
François Lopez,88,1
Margaud Lagarde,3,0
Tristan Dufour,69,1
Luce Auger,88,1
Margaud Charles-Reynaud,79,0
Victor-Charles Dufour,8,0
Michel Moulin,26,1
Thibault Guillet,46,1
Joseph Bonnet-Fernandez,88,0
Richard Benoit,18,0
Françoise Perrot,31,1
Nicolas-Christophe Georges,52,1
Julie Vallée,46,1
Olivie Rocher-Couturier,20,1
Agathe Gomez,59,1
Victoire Robert,47,1
Zoé Pichon,7,0
Henriette Da Costa,61,1
Alexandre Renard-Nguyen,32,1
Tristan Lebon de la Lemaître,50,1
Olivie Bernier,41,0
Léon Menard,92,0
Astrid Picard,6,0
Alain du Meunier,31,1
Thibault Salmon,75,1
Véronique Roche de la Ramos,30,1
Aurélie Guillet,3,0
Céline-Audrey Fouquet,61,1
Monique Andre,77,1
Alex-Claire Marion,87,1
Laetitia Pasquier Le Boucher,35,1
Sabine du Lagarde,33,1
Maurice-Bernard Michaud,56,1
Auguste Charpentier Le Lebrun,1,0
Louis Marchand,60,1
Célina Bigot Le Hernandez,69,1
Pénélope Marty,41,1
Camille Marion-Benoit,69,1
Margaud Antoine,79,1
Philippe Morvan,84,0
Margot Alves,49,1
Élise Payet,59,1
Sabine du Toussaint,23,1
Robert Pasquier,41,1
Denise Le Dupuis,78,1
Rémy Besson,71,0
Océane Duval,10,0
Frédéric de la Delahaye,14,0
Aimée Petit,65,1
Marcel Ferreira du Poulain,30,1
Camille Aubry-Lesage,62,1
Monique Lesage,13,0
Anne Lesage du Henry,67,1
Lucy Picard,29,0
Isabelle Weber-Ferreira,63,0
Claude-Claudine Neveu,7,0
Laetitia Delattre,28,1
Olivier Jean,8,0
Marianne Besnard-Simon,0,0
Pénélope Gros,17,0
Bertrand Coste,18,0
Lucy Fleury,52,1
Juliette Weiss du Lecoq,34,1
Diane Blot,6,0
Benoît Lacroix,8,0
Julien Torres,78,0
Martin Boulay,29,0
Michel Lombard,79,0
Anouk Bonnin,75,0
William Boucher,85,0
Frédéric-Guy Fabre,68,0
Nathalie-Alex Morvan,55,1
Patrick Leroy de la David,42,1
Lorraine Vidal,41,0
Christophe Dubois,43,1
Daniel Pineau,55,1
Michèle Michaud,62,1
Frédérique Garcia-Langlois,74,1
Christelle Albert-Fouquet,53,1
Émilie Duhamel,22,0
Charlotte Benard,11,0
Marc Le Baudry,2,0
Tristan Perrier,50,1
Matthieu Letellier,46,1
Noémi Pires,53,1
Thomas Dumont,53,0
Margot Lefèvre,47,1
Roland Pasquier,24,1
Michel Roussel-Devaux,39,1
Julien Le Hebert,43,1
René Hernandez,23,1
Alain Ferreira de Perrin,55,1
Claudine Sanchez,86,1
Julien Dupré de la Roussel,60,1
Thibault Robin-Colas,23,1
Jacqueline Bonnet,20,1
Capucine Denis,77,0
Émile Leclercq,35,1
Thibaut Léger,13,0
Franck Maréchal,0,0
Théodore Marion-Coste,15,0
Lorraine Lefort,30,0
Eugène Pages Le Lefèvre,74,1
Louise-Arnaude Gomez,76,1
Danielle Legros,6,0
Éric Roy,66,1
Emmanuelle Barre,0,0
Arthur Da Costa,60,1
Roger Marques du Parent,5,0
Emmanuel Vallet,24,1
Denise Becker du Duval,78,1
Sylvie Rousseau,80,1
Capucine Loiseau,40,1
Léon Richard-Blondel,39,1
Alexandre du Robert,57,0
Raymond Dos Santos,61,1
Marcel Guillet,8,0
Thibaut Besnard,77,0
Denis Gonzalez,51,1
Édouard-Philippe Bouvier,22,1
Guillaume Besnard,6,0
Paulette Roux,84,1
Éric Tessier,10,0
Antoine-Isaac Chauvin,33,1
Jeannine Bodin-Petit,41,1
Georges de Hernandez,42,1
Bertrand-Gabriel Delmas,90,1
Susanne-Margaud Fabre,34,1
Tristan Boulanger,56,1
Jules-Patrick Mathieu,15,0
Éléonore de la Delmas,38,1
William Gomes,50,1
Michèle-Nath Charrier,43,1
Louis-Rémy Le Gall,41,1
Stéphane Boulay Le Lebrun,43,1
Valentine Dupont-Martineau,6,0
Frédérique Georges,18,0
Zacharie Benoit,64,1
Antoinette Marin-Brunel,3,0
André Hoarau-Pasquier,9,0
Gilles Rolland,21,0
François Blanchard,30,1
Adrienne Schneider de Blanchet,2,0
Nicolas Rémy,24,1
Laetitia Lemaire,88,0
Émilie Roussel,15,0
Audrey Delmas,88,1
Sébastien Laine,48,1
Constance Lebrun,20,0
Diane Da Costa du Grenier,42,1
Amélie Lecoq,41,1
François Dufour-Blot,67,0
Christelle Andre,11,0
Gilbert Picard-Leconte,87,1
Josette Lecoq,81,1
Vincent Martin,20,1
Frédérique Maréchal-Gautier,28,1
Manon-Édith Briand,74,1
Louis Leblanc,1,0
Frédéric-Jean Renard,12,0
Odette Valentin,55,1
Nicole Meyer,60,1
Bertrand-Luc Monnier,46,1
Anastasie Mary Le Gay,53,0
Augustin Schmitt,55,1
Gilles Le Goff,92,1
André de Le Gall,52,1
Isaac Le Dupuis,3,0
Henri Weber,2,0
Michelle Vasseur,63,1
Paulette Richard,49,0
Véronique Salmon-Gallet,87,0
Jules Neveu,45,1
Eugène Da Silva,68,1
Eugène du Briand,28,1
Benoît Collet de la Lejeune,71,1
Michèle Diallo,27,0
André Dufour,12,0
Honoré Renaud,15,0
Brigitte Labbé,87,1
Bernard Martineau,87,0
Rémy Barthelemy,63,0
Sylvie du Merle,84,0
Paulette-Laure Riou,35,1
Stéphane Breton,69,1
Alphonse du Blot,42,1
Hélène Vasseur,0,0
Daniel Meunier,82,1
Susanne Lemaire,67,1
Guillaume Faure,89,1
Roger Bertrand,2,0
Bernard-André Royer,17,0
Renée Pereira,65,1
Antoine Grondin-Roux,73,1
Renée-Claudine Guichard,77,0
Matthieu Lemaître,18,0
Laure-Lorraine Valette,64,1
Henriette Jourdan,10,0
Julien Delaunay,71,0
Nicolas-Vincent Pasquier,86,0
François Lefèvre,8,0
David-Édouard Fleury,50,1
Georges David du Pruvost,17,0
Élisabeth Benard,1,0
Monique De Sousa Le Charrier,27,1
Pauline Delannoy,7,0
Anastasie de Blanchet,1,0
Anaïs Martel,4,0
Odette Hervé,57,1
Édouard Guilbert,70,1
Gilbert Merle,49,1
Alix-Dorothée Bouvet,2,0
Valentine Guillou,57,1
Richard Legrand,52,0
Paul Le Allard,54,1
Arthur Le Hubert,12,0
Margaud Riou,86,1
Franck Thomas,41,1
Mathilde Marion,69,1
Daniel Carpentier-Potier,4,0
Élodie Roche-Charles,26,0
Océane Cohen,11,0
Michel de la Allard,82,1
Jacques Le Gosselin,1,0
Noël-Benjamin Jean,34,1
Brigitte Lenoir Le Bigot,71,1
Roland Pascal,80,1
Patricia du Benoit,50,1
Richard Buisson,6,0
Alexandre du Mary,48,1
Marie Traore,4,0
Julien Normand du Pages,56,1
Julie-Christelle Delmas,23,0
Susan Fournier,64,0
Christine Marchand,31,1
Amélie Ruiz,45,1
Frédéric-Benjamin Noël,32,1
Julien De Sousa-Joly,10,0
Julie Seguin,6,0
Timothée-Édouard Marion,79,0
Michèle Labbé de Guillon,80,0
Victor Thibault,67,1
Céline Pottier,81,0
Marianne Ferrand,20,0
Marcelle Dubois-Navarro,46,1
Hélène Durand-Bègue,73,0
Laure Delahaye,88,1
Victor Vaillant-Guichard,72,0
Aimée Fleury,21,0
Augustin Lecoq du Menard,36,1
André de Aubry,7,0
Isaac Leroux,21,1
Marie Thibault Le Leroy,16,0
Andrée Mace Le Becker,68,1
Élise de Delannoy,25,0
Timothée Pichon-Gimenez,70,1
Frédéric de Hebert,16,0
Élisabeth Le Goff-Reynaud,76,1
Nath Robin,43,0
Guillaume Gauthier de Marin,44,1
Christine Leroux-Gaillard,87,1
Jules Giraud,9,0
Étienne Lebrun,30,1
Camille Robert,28,1
Margaud Carlier,90,1
Maurice Moreau,91,1
Capucine Legendre,65,1
Emmanuel Marques,81,1
Danielle Delorme-Bonneau,39,1
Gabriel Perret Le Huet,22,0
Roger de la Morvan,75,1
Marguerite Fabre,15,0
Benoît Guérin,7,0
Guillaume Le Gros,32,0
René Barbier de la Faivre,19,0
Valentine-Sophie Peron,20,1
Monique Lefort,35,1
Raymond Maury,28,0
Aimée-Nath Blin,49,1
Auguste Leblanc,46,1
Emmanuelle de la Marques,35,1
André Fleury-Bourgeois,59,1
Thierry Gérard,63,0
Marine Clerc,71,1
Richard Lemoine,64,1
Arnaude Vallée Le Fischer,26,1
Agnès Rousseau,58,1
Raymond Maillot,58,1
Xavier Gérard-Leduc,60,1
Agathe Guillaume de Merle,27,1
Roland-Jean Goncalves,43,1
Thomas Peron,47,1
Céline Pasquier,13,0
Isaac Carre,60,1
Bertrand Laine-Martins,86,1
Adèle-Dominique Meunier,51,1
Christiane de la Renard,50,0
Capucine Didier,54,0
Andrée Pascal,75,0
Aurore-Sabine Lévêque,56,0
Jeannine Blin,3,0
Xavier Laine,77,0
René Marin,64,1
Philippine Lacroix,50,1
Zacharie Wagner-Faure,82,1
Nicole Chevalier,53,1
Robert Perrin,14,0
Théophile Thierry,56,1
Guy-Alexandre Dijoux,9,0
Margot Chauveau-Morel,28,0
Jacqueline-Geneviève Bruneau,51,1
Constance Evrard,49,1
Joseph Gomez-Imbert,28,1
Rémy Teixeira-Aubry,1,0
Thierry Guillot,28,0
Adrien Marion,64,1
Gérard Fischer-Marchal,6,0
Éric Legrand,77,0
Lucy Gautier,24,1
Maggie Imbert-Pages,36,1
Frédérique David,4,0
Adélaïde Robert de la Colas,44,1
Mathilde David,61,1
Maggie-Aimée Dupré,91,1
Honoré Colas Le Guichard,68,1
Zacharie Martin-Samson,18,0
William Torres de la Couturier,2,0
Claude-Dominique Chauveau,58,1
Alain Hervé,83,0
Victoire Lelièvre,0,0
Olivie Prévost,75,0
Arthur Morvan,19,0
William Thibault,29,1
Hélène Leduc-Allain,22,1
Émilie Robert,52,1
Thibault-Lucas Joly,2,0
Laetitia Lelièvre Le Berthelot,30,1
Étienne Valentin Le Roy,36,1
Josette Carpentier,3,0
Maggie Germain de Bernard,46,1
Théodore Allain de Barthelemy,32,0
Zacharie du Poirier,0,0
Adrienne Lévêque,61,0
Olivier Regnier de la Bigot,56,1
Isabelle-Suzanne Guillot,87,1
William Ferrand Le Millet,80,1
Philippe Pottier,39,1
Alexandre Diallo,37,1
Mathilde De Oliveira,66,1
Jacqueline Benard,61,1
Tristan Guichard,0,0
Augustin Clément,38,1
Michelle Gauthier,59,1
Alain Louis,65,0
Victoire Mary,40,0
Laurence Julien,8,0
Jean du Petit,59,1
Paul Leclercq,73,1
Margaux-Aurore Bousquet,8,0
Louise-Constance Robin,86,1
Claude-Capucine Bailly,75,1
Antoine-Jules Marques,72,1
Manon Colas,58,1
Vincent Couturier,53,1
Robert Pages-Marchand,57,1
Alphonse Rossi,22,0
Alex-Mathilde Benoit,84,1
Adrienne Costa,68,1
Margaux Letellier,39,1
Marianne Goncalves,80,1
Tristan du Gérard,39,1
Margaux Peron,69,1
Matthieu Clerc,28,1
Michèle de la Devaux,61,1
Susan Schneider,71,0
Alice Foucher,60,1
Simone Bailly,51,1
Josette-Michèle Charrier,69,1
Valentine Charles,53,1
Geneviève Descamps,42,1
Guillaume Lamy,29,1
Alphonse-Jean Baudry,12,0
Émile Mercier-Gauthier,24,1
Benoît Gosselin,82,0
Vincent Allard-Mathieu,68,1
Julie-Caroline Mendès,70,1
Alexandria Letellier,54,1
Eugène de la Hubert,56,1
Henriette Blanchet,80,0
Xavier Martin,37,1
Roger Bourdon,25,1
Isaac Fleury de Pottier,90,1
Claude Foucher-Legros,38,1
Susan Denis-Vallet,13,0
Alphonse Merle,17,0
Clémence Gosselin-Bouchet,13,0
Thierry Gérard de la Brunel,62,1
Joseph Baron,87,1
Tristan-Gilbert Regnier,90,1
Amélie Joseph,73,1
Michelle Raynaud,78,1
Suzanne Mendès-Bourgeois,37,1
Dorothée Muller Le Benard,53,1
Isaac Marty,25,1
Raymond de Coste,91,1
Nicolas Gosselin,1,0
Franck Millet,16,0
Marc Chevallier Le Rolland,12,0
Gabriel Guilbert,71,1
Audrey Reynaud,15,0
Alice Lopes,14,0
Luc Deschamps Le Poulain,13,0
Laure Pires de Robert,83,0
Monique Carre,79,1
François Renault,20,0
Susanne-Paulette Verdier,48,1
Lucie Bourdon de la Camus,47,1
Gabriel-Auguste Lévy,67,1
Zoé Marchand,83,1
Capucine du Meyer,54,1
Adélaïde-Édith Arnaud,70,1
Laurent du Robin,86,1
Sophie Philippe,69,1
Antoine du Hebert,87,1
Brigitte Munoz,89,1
Océane Rocher de Lesage,37,1
Joséphine Garcia du Hoareau,19,0
Margaux Dufour,23,1
Marc de Gay,25,0
Marie Ruiz-Blot,27,1
Luce-Louise Weiss,75,0
Daniel Roche,1,0
Alex Allard,10,0
Martine Hubert,92,1
Julie Pruvost Le Diaz,62,1
Zacharie Marchal,69,1
Antoinette Regnier,55,1
Pénélope Blanchet de la Germain,16,0
Bernadette Imbert-Gaudin,41,1
Raymond Lopez,59,1
Emmanuel Pinto,51,1
Charles Étienne,40,1
Margaud Arnaud-Caron,44,1
Isaac Dias,8,0
Claire de la Étienne,83,1
Xavier Pelletier,89,1
Marc-Grégoire Bigot,59,1
Adélaïde Leduc,53,1
Augustin Bailly,30,1
Philippe Caron,74,1
Patrick Jacquot de la Couturier,66,1
William Ferreira,81,0
Noël-Arthur Blin,70,1
Robert Chevalier,24,1
Laurent Olivier,3,0
Louise Navarro Le Laurent,58,1
David de Guyot,7,0
Élise Martinez-Leclerc,88,1
Charles Rémy-Albert,46,1
Marcel Da Silva,89,1
Madeleine Mathieu,15,0
Nathalie Fontaine,34,0
Juliette Dufour,10,0
Sylvie Le De Oliveira,31,1
Henri Girard,63,1
Élisabeth Lefebvre,65,1
Emmanuelle Verdier,30,0
Susan Collin,25,0
Marthe Paris de la Vasseur,29,1
Bertrand Le Mace,48,1
Auguste Gomes,64,1
Victor Pierre,5,0
Sébastien de la Chauvin,59,1
Audrey Lopez,62,1
Vincent-Raymond Rodrigues,84,0
Thérèse Mary-Salmon,52,1
Timothée de Becker,54,1
Antoinette Blot,16,0
William Lefebvre,39,1
Jacques Philippe,89,1
Thomas-Matthieu Alves,76,0
Laurent Petitjean du Lebreton,24,1
Anouk Chauvin,68,1
Christophe Andre,41,1
Lucy de Clerc,46,0
Lucas-Honoré Boutin,27,1
Christelle Merle,92,1
Alex Roux du Julien,44,1
Rémy Deschamps,34,0
Charlotte Cohen de Vallée,30,1
Thomas Humbert,3,0
Alain-Thibaut Le Goff,42,1
Valentine Morin,38,1
Bernard Maillard,0,0
Henri Perrier-Nguyen,55,0
Emmanuel Gauthier,79,1
Victoire Weber,8,0
Théophile Guillon,41,1
Aimée de Reynaud,32,0
Alexandrie Marques,84,1
Frédérique de Giraud,38,1
Astrid Peron,0,0
Dominique Perrier,31,1
Tristan Rossi-Texier,35,1
Anastasie Allard,56,1
Olivie Lopes,74,1
Gérard-Aimé Lemoine,73,0
Frédérique Chartier,54,1
Adèle-Christine Besson,74,1
Eugène Langlois,84,1
Dominique Besnard,20,0
Claude Potier,69,1
Patrick Raymond,91,1
Patrick Valette du Aubert,81,1
Adèle François-Besson,50,1
Alphonse Labbé,43,1
Michelle Guyon,44,1
Gabriel Goncalves,22,1
Christophe de De Oliveira,47,1
Eugène Marie-Techer,49,1
Théodore Lebrun,59,1
Inès Guillou,59,1
Jeanne Guyot-Maurice,15,0
Thérèse Chauveau de Schmitt,5,0
Pierre Lebreton,21,1
Thomas Leblanc,0,0
Bernadette Valette,32,1
Marcelle Vaillant,64,1
Emmanuelle Le Rossi,64,1
Zoé-Hortense Baudry,12,0
Tristan Aubry,56,1
Christiane Renault,33,0
Astrid Martin,34,1
Jules Bousquet,57,1
Martin-Guy Roy,61,1
Roland-Marcel Bernier,32,0
Isaac Mary,31,1
Tristan Daniel,63,1
Gilles Bruneau,68,1
Denise De Sousa,51,1
Thibault Germain Le Tanguy,88,1
Antoinette Moulin du Marques,53,1
Jeanne Gauthier,62,1
André Lecomte,63,1
Thierry Clerc,53,1
Antoine Duhamel,45,1
Christophe Grondin,58,1
Hortense Lebon de la Charrier,38,1
Aimé Gauthier,26,1
François Mallet,56,1
Olivier Rey-Royer,17,0
Alexandrie Martel,27,1
Jules Blot,1,0
Gérard-Auguste Couturier,26,1
Alexandria Loiseau,22,1
Auguste Poulain,36,1
Céline Briand du Noël,43,1
Maggie-Marie Rocher,62,1
Roger Lucas-Dufour,68,1
Audrey Besson,89,1
Arthur Daniel-Hamel,31,1
Denise Huet,47,1
André Le Grenier,33,1
Antoinette Guérin,31,1
Théophile Bonnin,79,0
Marthe Didier,88,1
Juliette Étienne-Chartier,71,0
Constance Michel,6,0
Grégoire-Rémy Dumas,81,0
Capucine Roux-Bouchet,35,0
Françoise Mendès,25,1
Denis-Paul Weber,33,0
Diane Becker,18,0
Luc Weiss-Dupont,85,1
William Tessier,52,1
Christelle Pons,18,0
Inès Lévêque,14,0
Anaïs Carpentier,48,0
Clémence de la Girard,65,0
Margot Cohen,69,1
Michèle-Paulette Philippe,13,0
David-Frédéric Jourdan,70,1
Vincent Lemaire,39,1
Laetitia du Rossi,54,1
Étienne-Bernard Chevalier,15,0
Manon Lambert,30,1
Inès Le Roux,59,1
Raymond Tessier,50,1
William Vallet Le Rolland,70,1
Arthur Bertrand de Michaud,41,1
Sylvie Leleu,47,1
René Vasseur du Tessier,42,1
Thibault Leduc,67,1
Gilbert Mary,27,1
Martine Briand,72,1
Claude Lecomte,5,0
Claudine Perrier,79,0
Denise Peron,31,1
Charlotte Mahe,24,0
Eugène Lenoir de Martinez,8,0
Anouk-Charlotte Lacombe,65,1
Alfred Vallet,31,1
Mathilde Bouvet,35,1
Camille Loiseau,24,1
Franck de Torres,78,1
Julien Labbé,4,0
Alexandre Allain de Cordier,2,0
Christiane Le Traore,88,0
Pauline Brun Le Duval,42,1
Alice Hamel,92,1
Raymond de Vallet,77,0
Benjamin Gérard,90,1
Émile-Jacques Pereira,89,1
Catherine Le Sauvage,18,0
Gabriel Gilbert,45,1
Laetitia Hoareau de la Blin,66,1
Madeleine de la Hamel,36,1
Théophile Guillon Le Leroux,40,0
Frédérique Le Traore,80,0
Capucine de la Chartier,74,1
Stéphane Couturier-Lesage,87,0
Aurore Labbé,81,1
Édith Fouquet,73,1
Gérard Michel,23,1
Luc Martins,65,1
Anne de la Toussaint,39,1
Éric Leclerc,17,0
Marcel du Berger,52,1
Audrey de Delahaye,58,1
Constance Reynaud Le Boutin,10,0
Céline Letellier,11,0
Patricia Brun,40,1
René Masse Le Martinez,17,0
Michelle du Boutin,11,0
