Name,Gender,Address,E-mail,Date-of-birth,Phone-number,Job
Victoire-Aurore Techer,Féminin,"ATLANTIQUE,TORI-BOSSITO,TORI-CADA,ANAVIE carré 6542",victoire-auroretecher@gmail.com,1981-08-01,+22959490232,mécanicien bateaux
Alexandre Riou de Philippe,Féminin,"COLLINES,OUESSE,IKEMON,AKPERO carré 2807",alexandrerioudephilippe@gmail.com,1936-03-04,+22964674602,géochimiste
Auguste Mendès,Féminin,"COLLINES,GLAZOUE,THIO,ABESSOUHOUE carré 2322",augustemendès@gmail.com,1967-11-06,+22964511241,directeur d'hôtel
Martine Leroux,Féminin,"ATLANTIQUE,TORI-BOSSITO,TORI-CADA,ZEBE carré 6064",none,2022-05-14,none,none
Nath Guyon,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,AKASSATO,MISSESSINTO carré 9511",nathguyon@gmail.com,1934-05-17,+22962629515,entraîneur de chevaux
Margaud-Christiane Grondin,Féminin,"ATLANTIQUE,ALLADA,SEKOU,WIBATIN carré 7821",none,2018-06-24,none,none
Luce Blanc,Féminin,"ATLANTIQUE,OUIDAH,OUIDAH III,AGBADJIHONTO carré 8050",luceblanc@gmail.com,1985-06-07,+22997226316,responsable de laboratoire de contrôle en chimie
Aurélie Joubert,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,LOBOZOUNKPA carré 2695",none,2016-03-27,none,none
Olivier Rey-Marchal,Masculin,"DONGA,DJOUGOU,PARTAGO,DONWARI carré 4799",olivierrey-marchal@gmail.com,1948-02-13,+22996700246,architecte naval
Émile Renault de Morvan,Féminin,"BORGOU,TCHAOUROU,TCHATCHOU,KINNOU-KPAROU carré 9833",émilerenaultdemorvan@gmail.com,1933-10-09,+22964794995,directeur de restaurant
Adrien Chauvet,Masculin,"ALIBORI,MALANVILLE,TOUMBOUTOU,SAKAWAN-TEDJI carré 4224",adrienchauvet@gmail.com,1990-11-04,+22967124714,chef de produit touristique
Margot Pages,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,TOGBA,HOUETO carré 9139",margotpages@gmail.com,1954-05-25,+22964119510,régisseur de spectacles
Anne Reynaud,Féminin,"ALIBORI,BANIKOARA,GOMPAROU,GOMPAROU GOUSSIROU carré 9338",annereynaud@gmail.com,1975-11-14,+22964368752,responsable de production alimentaire
William Guillet,Masculin,"DONGA,BASSILA,MANIGRI,MANIGRI-OKE SOUANGBE carré 8940",williamguillet@gmail.com,1972-02-26,+22964713808,ingénieur recherche et développement en agroalimentaire
Raymond Menard,Masculin,"ATLANTIQUE,OUIDAH,PAHOU,HOUNHANMEDE carré 8648",raymondmenard@gmail.com,1950-02-23,+22964147532,commissaire-priseur
Gilbert Blanc,Masculin,"MONO,BOPA,GBAKPODJI,AHLOUME carré 9154",gilbertblanc@gmail.com,1963-03-06,+22952775388,télévendeur
Gilbert Germain de Denis,Masculin,"ATLANTIQUE,ZE,ZE,ZE carré 5594",none,2005-02-19,none,none
Raymond Fontaine,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,FIGNONHOU carré 8626",raymondfontaine@gmail.com,1989-04-20,+22964280706,ingénieur production dans les biotechnologies
Maurice Ferreira,Féminin,"ALIBORI,BANIKOARA,BANIKOARA,WETEROU carré 7219",mauriceferreira@gmail.com,1936-05-21,+22954238660,installateur en télécoms
Joseph Payet,Masculin,"DONGA,COPARGO,PABEGOU,PABEGOU carré 2481",josephpayet@gmail.com,1994-07-28,+22953582818,assistant en ressources humaines
Joseph Roy,Masculin,"PLATEAU,SAKETE,ITA-DJEBOU,ADJEGOUNLE carré 0299",none,2008-09-06,none,none
Arnaude Bertrand Le Deschamps,Féminin,"ATLANTIQUE,SO-AVA,AHOMEY-LOKPO,AHOMEY-OUNMEY carré 8902",none,2017-10-22,none,none
Louis Raymond,Masculin,"ATACORA,NATITINGOU,NATITINGOU I,TCHIRIMINA carré 1198",none,2017-11-14,none,none
Anouk Pasquier de la Boyer,Masculin,"ATACORA,COBLY,DATORI,KADIENI carré 9469",none,2016-11-26,none,none
Aurélie Techer,Féminin,"PLATEAU,ADJA-OUERE,IKPINLE,IKPINLE-YENAWA carré 9502",aurélietecher@gmail.com,1945-08-09,+22957306076,responsable des ouvrages hydroélectriques
Christelle-Lucy Dupré,Masculin,"MONO,COME,COME,SEGBE carré 7634",christelle-lucydupré@gmail.com,1960-09-30,+22997791775,illustrateur
Martin Rémy du Renard,Masculin,"PLATEAU,KETOU,KPANKOU,ALAKOUTA carré 0535",martinrémydurenard@gmail.com,1937-10-23,+22995013632,officier de l'armée de terre
Eugène Lemonnier,Féminin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,AGLA-LES PYLONES carré 6291",none,2007-07-04,none,none
Édouard Michel,Masculin,"COLLINES,SAVE,OKPARA,AKON carré 8263",édouardmichel@gmail.com,1987-02-11,+22964391849,ingénieur radioprotection
Camille Buisson,Féminin,"ALIBORI,GOGOUNOU,BAGOU,GARAGORO carré 5357",none,2005-11-03,none,none
Brigitte du Regnier,Féminin,"PLATEAU,POBE,TOWE,IGA carré 5573",brigitteduregnier@gmail.com,1987-03-14,+22964886199,affûteur
Nicole Bonnet-Chevallier,Féminin,"DONGA,OUAKE,OUAKE,ASSARADE carré 3008",nicolebonnet-chevallier@gmail.com,1965-11-22,+22995461703,contrôleur de gestion
Roland Guichard,Masculin,"COLLINES,OUESSE,OUESSE,ADOUGOU-AGAH carré 7826",rolandguichard@gmail.com,1971-03-16,+22964579379,pharmacien
Arnaude Lemaître-Dumont,Féminin,"COUFFO,KLOUEKANMEY,TCHIKPE,TCHIKPE carré 5126",arnaudelemaître-dumont@gmail.com,2000-09-16,+22991902137,professeur d'éducation physique et sportive (EPS)
Hugues Ledoux,Masculin,"COUFFO,DJAKOTOMEY,GOHOMEY,GODOUHOUE carré 7329",huguesledoux@gmail.com,1995-08-04,+22995123350,mécanicien bateaux
Margot Bonnet,Masculin,"OUEME,ADJARRA,HONVIE,KPADOVIE carré 1702",margotbonnet@gmail.com,1969-11-27,+22964530437,apiculteur
Aurélie-Michèle Allard,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,TOGBA,OUEGA-TOKPA carré 2738",aurélie-michèleallard@gmail.com,1983-09-13,+22964866403,technicien en automatismes
Michèle Picard,Féminin,"DONGA,DJOUGOU,DJOUGOU II,ANGARADEBOU carré 6127",michèlepicard@gmail.com,1934-09-03,+22954586578,réceptionniste
Anaïs-Maryse Deschamps,Féminin,"ATLANTIQUE,ZE,KOUNDOKPOE,KOUNDOKPOE carré 6772",anaïs-marysedeschamps@gmail.com,1933-12-09,+22952575752,officier marinier marinière
Théophile Olivier,Féminin,"ATACORA,MATERI,TANTEGA,POURNIARI carré 3725",théophileolivier@gmail.com,1983-08-24,+22995940658,cordiste
Amélie Bonnet,Féminin,"ATLANTIQUE,OUIDAH,OUIDAH II,GBENA-SUD carré 9067",améliebonnet@gmail.com,1939-02-24,+22964442438,technicien de maintenance en génie climatique
Thierry Gomes,Masculin,"OUEME,ADJARRA,HONVIE,KPADOVIE carré 6052",thierrygomes@gmail.com,1993-07-20,+22995854445,expert-comptable
Louise Grondin,Féminin,"LITTORAL,COTONOU,12EME ARRONDISSEMENT,AKOGBATO carré 5163",louisegrondin@gmail.com,1988-02-18,+22964623930,traffic manager
Alain Potier,Masculin,"BORGOU,TCHAOUROU,TCHATCHOU,TEKPAROU carré 9996",alainpotier@gmail.com,1982-01-22,+22995070972,chef de projet packaging
Louise Marques,Féminin,"MONO,HOUEYOGBE,SE,GONFIOCOMEY-SUD carré 2468",none,2007-12-10,none,none
Christelle Roche,Féminin,"ZOU,ABOMEY,HOUNLI,AGBLOME carré 4042",christelleroche@gmail.com,1972-10-11,+22995578460,responsable de projets culturels
Anaïs Lambert,Masculin,"MONO,LOKOSSA,LOKOSSA,DOUKONTA carré 5342",anaïslambert@gmail.com,1956-05-29,+22953558486,chef de produit technique en informatique
Sylvie Devaux,Féminin,"COUFFO,DOGBO,DEVE,KPODJI carré 9585",sylviedevaux@gmail.com,1937-07-01,+22964824610,professeur de lycée professionnel
Claudine Moreno,Féminin,"COUFFO,DJAKOTOMEY,SOKOUHOUE,ZOUZOUVOU carré 5460",claudinemoreno@gmail.com,1986-11-20,+22954136491,architecte des systèmes d'information
Anne-Célina Neveu,Féminin,"PLATEAU,SAKETE,ITA-DJEBOU,ADJEGOUNLE carré 6114",anne-célinaneveu@gmail.com,1951-07-06,+22967089943,relieur-doreur
Colette Lemonnier,Féminin,"COLLINES,SAVE,OKPARA,OKE OWO carré 1027",colettelemonnier@gmail.com,1998-06-04,+22964932689,responsable de réseau d'assainissement
Inès Aubry-Nguyen,Masculin,"COUFFO,DJAKOTOMEY,BETOUMEY,HOLOU-LOKO carré 4276",inèsaubry-nguyen@gmail.com,1986-04-06,+22995835753,administrateur de base de données
Aimé de Da Silva,Masculin,"ZOU,BOHICON,LISSEZOUN,ADAGAME-LISEZOUN carré 6810",aimédedasilva@gmail.com,1961-10-23,+22995559880,sapeur-pompier
Josette Faivre,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,OUEDO,ADJAGBO carré 6487",josettefaivre@gmail.com,1942-04-12,+22964806460,ingénieur système
Richard Michel,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,OUEDO,ADJAGBO carré 4980",none,2007-11-04,none,none
Élodie Mahe du Delaunay,Féminin,"ATLANTIQUE,OUIDAH,OUIDAH IV,WOMEY carré 2810",élodiemahedudelaunay@gmail.com,1972-02-21,+22995004498,céramiste
Isabelle de la Gaillard,Féminin,"MONO,BOPA,YEGODOE,LONFIN carré 5699",isabelledelagaillard@gmail.com,1955-05-05,+22964173655,physicien médical médicale
Gérard Jacquet,Masculin,"ATACORA,KEROU,KEROU,OUORE carré 5266",gérardjacquet@gmail.com,1995-06-03,+22995156755,commercial à bord des trains
Agnès Martins,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,TOGBIN-KPEVI carré 9204",agnèsmartins@gmail.com,1953-11-17,+22995434338,médiateur scientifique
Maurice-Honoré Charpentier,Masculin,"ATLANTIQUE,KPOMASSE,DEDOME,KPINDJAKANME carré 6266",maurice-honorécharpentier@gmail.com,1956-07-07,+22957686760,conseiller en économie sociale et familiale
Aurore Gonzalez,Féminin,"LITTORAL,COTONOU,9EME ARRONDISSEMENT,KINDONOU carré 8526",auroregonzalez@gmail.com,1945-10-07,+22966178987,gestionnaire de données cliniques
Victoire Leroux,Féminin,"ATLANTIQUE,ZE,TANGBO,GLEGBODJI AGAH carré 1565",none,2022-04-19,none,none
Guy Loiseau,Masculin,"COUFFO,TOVIKLIN,DOKO,DJOUVIME carré 1998",none,2021-12-10,none,none
Paulette de la Hubert,Féminin,"ATLANTIQUE,ALLADA,AHOUANNONZOUN,HESSA carré 2349",paulettedelahubert@gmail.com,1943-04-30,+22995381756,chargé d'études économiques
Louise Allard,Féminin,"BORGOU,NIKKI,NIKKI,BARKEDJE carré 8026",louiseallard@gmail.com,2001-09-22,+22995840299,opticien-lunetier
Laurent Tessier-Bonnet,Masculin,"BORGOU,N'DALI,SIRAROU,SIRAROU carré 5407",laurenttessier-bonnet@gmail.com,1933-06-14,+22995494401,garçon de café
Christiane Labbé,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,AKONABOE carré 5565",none,2011-07-19,none,none
Capucine Schneider,Féminin,"ZOU,ZOGBODOMEY,DOME,AGA carré 0374",capucineschneider@gmail.com,1969-03-15,+22951772648,médiateur scientifique
Margot Lamy Le Tanguy,Masculin,"PLATEAU,IFANGNI,IFANGNI,ITA-SOUMBA carré 7269",none,2011-09-09,none,none
Alexandre Legrand,Féminin,"ZOU,ABOMEY,VIDOLE,DOGUEME carré 3293",alexandrelegrand@gmail.com,1945-07-31,+22951242187,inséminateur
Georges Schneider,Masculin,"ATLANTIQUE,SO-AVA,VEKKY,KPACOMEY carré 1921",georgesschneider@gmail.com,1964-12-18,+22991892050,ajusteur-monteur
Antoinette Jacquot de Rossi,Féminin,"ATACORA,TANGUIETA,TAIACOU,HANTEKOU carré 2453",antoinettejacquotderossi@gmail.com,1968-02-26,+22969182284,juge d'instruction
Vincent Godard,Masculin,"LITTORAL,COTONOU,8EME ARRONDISSEMENT,AGBONDJEDO carré 6096",vincentgodard@gmail.com,1985-09-06,+22964009308,chercheur en biologie
Alexandria Guillet,Féminin,"OUEME,PORTO-NOVO,5EME ARRONDISSEMENT,TOKPOTA VEDO carré 3303",none,2011-04-03,none,none
Alex Aubry,Masculin,"ATLANTIQUE,ZE,ADJAN,DODJI-AGA carré 6824",none,2016-07-24,none,none
Daniel Lombard,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,ATROKPO-CODJI carré 3600",daniellombard@gmail.com,1953-01-06,+22995470660,projectionniste
Maryse Gillet du Royer,Féminin,"OUEME,SEME-PODJI,EKPE,EKPE GBEDJAME carré 6853",marysegilletduroyer@gmail.com,1955-11-27,+22964981640,charpentier métallique
Margaux Leclerc,Masculin,"ATLANTIQUE,OUIDAH,AVLEKETE,AGBANZIN-KPOTA carré 0286",margauxleclerc@gmail.com,1961-02-28,+22964254898,cartographe
Henri Petitjean,Féminin,"COUFFO,KLOUEKANMEY,DJOTTO,DEKANDJI carré 3801",henripetitjean@gmail.com,1972-06-03,+22964469019,ingénieur forestier forestière
Benjamin Briand,Masculin,"BORGOU,PARAKOU,1ER ARRONDISSEMENT,MADINA carré 4562",benjaminbriand@gmail.com,1988-09-08,+22995134039,chargé de référencement web
Brigitte Julien-Da Silva,Féminin,"BORGOU,KALALE,BASSO,BASSO carré 0891",brigittejulien-dasilva@gmail.com,1940-10-07,+22967913044,hydrologue
Victoire-Thérèse Moreau,Féminin,"ZOU,COVE,NAOGON,FINANGNON carré 0988",victoire-thérèsemoreau@gmail.com,1963-07-11,+22964270061,miroitier
Jean Valentin,Masculin,"DONGA,DJOUGOU,ONKLOU,ONKLOU PAHANOUN carré 4029",jeanvalentin@gmail.com,1990-12-14,+22957904205,mécatronicien
Laurent Ribeiro,Masculin,"ALIBORI,KANDI,ANGARADEBOU,FOUET carré 1371",none,2015-09-18,none,none
Thomas Arnaud,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,TOGBA,OUEGA-AGUE carré 1383",thomasarnaud@gmail.com,1975-01-22,+22964185025,chef de projet packaging
Claudine Riou,Féminin,"BORGOU,SINENDE,SEKERE,SEKERE-GANDO carré 4521",claudineriou@gmail.com,1962-03-18,+22956537356,géologue minier
Théodore Salmon,Féminin,"ATACORA,COBLY,COBLY,COBLY carré 8696",théodoresalmon@gmail.com,1955-04-09,+22959543572,ingénieur en mécanique
Marthe Pons,Féminin,"BORGOU,BEMBEREKE,BOUANRI,GUERA-N'KALI-TASSI carré 3365",none,2018-05-19,none,none
Margaux Andre,Masculin,"BORGOU,TCHAOUROU,TCHATCHOU,WORIA carré 3967",none,2004-03-21,none,none
Thierry Deschamps de la Klein,Masculin,"PLATEAU,POBE,ISSABA,ABBA carré 4320",none,2019-05-01,none,none
Marcel Devaux,Masculin,"COUFFO,DJAKOTOMEY,BETOUMEY,HOLOU-LOKO carré 4386",none,2005-10-11,none,none
Adèle Loiseau,Féminin,"ZOU,AGBANGNIZOUN,AGBANGNIZOUN,TANTA carré 3946",adèleloiseau@gmail.com,1969-10-14,+22995489271,juge d'instruction
Luc Rossi Le Godard,Masculin,"ALIBORI,BANIKOARA,OUNET,BONIKI carré 0702",none,2022-02-02,none,none
Paulette Lebreton-Lesage,Féminin,"PLATEAU,ADJA-OUERE,KPOULOU,HOUEDAME carré 9385",paulettelebreton-lesage@gmail.com,1993-02-11,+22995929329,"inspecteur des douanes, des finances publiques ou du travail"
Olivier Moreno de la Moreno,Masculin,"OUEME,PORTO-NOVO,2EME ARRONDISSEMENT,KANDEVIE RADIO HOKON carré 7351",none,2021-08-08,none,none
Julie Merle,Féminin,"ATLANTIQUE,TOFFO,HOUEGBO,HOUEGBO-GARE carré 8966",juliemerle@gmail.com,1958-05-29,+22964110768,aérodynamicien
Josette Weber de la Fleury,Féminin,"COLLINES,GLAZOUE,ZAFFE,KPAKPAZOUNME carré 7895",josetteweberdelafleury@gmail.com,1931-09-24,+22964298931,entraîneur sportif sportive
Timothée Diallo,Féminin,"COLLINES,DASSA-ZOUME,DASSA II,AYEDERO carré 6758",timothéediallo@gmail.com,1992-08-14,+22995480620,responsable du back office
Benjamin Michaud,Masculin,"COUFFO,KLOUEKANMEY,AHOGBEYA,MADEME carré 4748",benjaminmichaud@gmail.com,1947-08-24,+22957953749,critique d'art
Laure-Lorraine Lacombe,Féminin,"BORGOU,KALALE,KALALE,KIDAROUKPEROU carré 4140",none,2006-07-27,none,none
Michelle de la Traore,Féminin,"COUFFO,APLAHOUE,AZOVE,EKINHOUE carré 0351",michelledelatraore@gmail.com,1971-03-13,+22995457582,chargé d'études en valorisation agricole des déchets
Aurélie Clément-Rodriguez,Féminin,"MONO,ATHIEME,ATCHANNOU,KONOUHOUE carré 9185",aurélieclément-rodriguez@gmail.com,1967-03-06,+22964479220,énergéticien
Isabelle Antoine,Féminin,"ATACORA,BOUKOUMBE,TABOTA,YATIE carré 0244",none,2014-03-25,none,none
Manon-Claudine Picard,Féminin,"BORGOU,PERERE,GNINSY,SANDILO-GANDO carré 7743",none,2011-08-14,none,none
Manon Vincent,Masculin,"BORGOU,PARAKOU,3EME ARRONDISSEMENT,NIKKI-KPEROU carré 1197",manonvincent@gmail.com,1995-08-05,+22990322178,mixeur son
Gilbert-Christophe Le Goff,Féminin,"ALIBORI,GOGOUNOU,SORI,DIMDIMNOU carré 4234",gilbert-christophelegoff@gmail.com,1976-03-19,+22995192668,auditeur interne
Matthieu Guichard,Féminin,"ZOU,BOHICON,BOHICON I,AHOUAME carré 6636",none,2004-05-17,none,none
Paul Jacob,Masculin,"ZOU,ZA-KPOTA,KPAKPAME,DRAME carré 8630",pauljacob@gmail.com,1956-01-29,+22953165378,syndic de copropriété
Clémence Pages,Féminin,"PLATEAU,IFANGNI,BANIGBE,LOKOSSA-ALIHOGODO carré 1081",clémencepages@gmail.com,1934-07-01,+22966830595,conducteur de travaux
Noémi Vallet,Féminin,"MONO,HOUEYOGBE,ZOUNGBONOU,HECONDJI carré 9319",none,2012-07-03,none,none
Sylvie Philippe de la Parent,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GODOMEY,SODO carré 3158",sylviephilippedelaparent@gmail.com,1969-03-06,+22995257031,technicien électronicien électronicienne
Édith Jacques-Pelletier,Masculin,"ATACORA,MATERI,DASSARI,NOUARI carré 3735",none,2019-08-28,none,none
Thomas de Meunier,Masculin,"BORGOU,BEMBEREKE,INA,GUESSOU-BANM TAKA-PEULH carré 8894",thomasdemeunier@gmail.com,2003-07-26,+22995092003,orthodontiste
Paul Fabre de la Besson,Masculin,"ATLANTIQUE,ZE,ZE,HOUEDAZOUNKPA carré 9817",paulfabredelabesson@gmail.com,1935-07-15,+22964085493,consultant en validation
Monique Dumas,Féminin,"PLATEAU,POBE,IGANA,EGUELOU carré 3477",moniquedumas@gmail.com,1939-11-30,+22954246119,pédicure-podologue
Anaïs Faivre,Masculin,"ATACORA,KEROU,KEROU,KOKOKOU carré 7103",anaïsfaivre@gmail.com,1983-04-08,+22953030764,administrateur de biens
Gilbert du Joly,Masculin,"LITTORAL,COTONOU,13EME ARRONDISSEMENT,AGLA-AKPLOMEY carré 6613",none,2013-09-02,none,none
Clémence de la Chartier,Féminin,"PLATEAU,SAKETE,SAKETE 2,WAÏ carré 0018",clémencedelachartier@gmail.com,1941-03-19,+22964112926,sous-officier de l'armée de terre
Frédéric Germain-Adam,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,ABOMEY-CALAVI,CITE LA VICTOIRE carré 5080",frédéricgermain-adam@gmail.com,1994-06-20,+22995304407,technicien réalisateur réalisatrice radio
Bernadette-Alice Morel,Féminin,"ATACORA,TOUKOUNTOUNA,TOUKOUNTOUNA,MOUSSOUNTINGOU carré 4228",none,2020-08-24,none,none
Cécile Evrard,Féminin,"ATACORA,BOUKOUMBE,DIPOLI,DIMANSOURI carré 1286",cécileevrard@gmail.com,1946-08-25,+22964108735,géologue modélisateur
Maurice Joseph,Féminin,"ATLANTIQUE,ZE,KOUNDOKPOE,TANGNIGBADJI carré 2416",mauricejoseph@gmail.com,1980-09-10,+22964662783,soigneur d'animaux
Adrien Bazin,Masculin,"COUFFO,APLAHOUE,ATOMEY,AGODOGOUI carré 1461",adrienbazin@gmail.com,1974-12-01,+22990218240,agenceur de cuisines et salles de bains
Bernard Guyon Le Petitjean,Masculin,"ZOU,ZA-KPOTA,ALLAHE,ALLAHE carré 2964",bernardguyonlepetitjean@gmail.com,1965-08-25,+22997656380,soudeur
Benoît Berthelot de la Gauthier,Masculin,"COUFFO,DOGBO,LOKOGOHOUE,TOULEHOUDJI carré 9035",none,2005-01-02,none,none
Alain Evrard,Masculin,"OUEME,ADJOHOUN,AZOWLISSE,GBADA KPOTA carré 6239",alainevrard@gmail.com,1932-09-14,+22961731352,ingénieur calcul
Adrien Morel,Masculin,"COUFFO,LALO,BANIGBE,AFFOMAÏ carré 4127",adrienmorel@gmail.com,1968-07-08,+22964216289,conseiller en assurances
Vincent-William Becker,Masculin,"MONO,HOUEYOGBE,DAHE,DAHE-KPODJI carré 2677",none,2018-06-30,none,none
Josette Renaud,Féminin,"ATACORA,MATERI,TANTEGA,KOUSSEGA carré 9808",none,2014-02-27,none,none
Timothée Charrier,Féminin,"ATLANTIQUE,ABOMEY-CALAVI,GOLO-DJIGBE,AGONGBE carré 4146",none,2010-03-31,none,none
Audrey Caron,Masculin,"ATLANTIQUE,ABOMEY-CALAVI,OUEDO,KPOSSIDJA carré 0486",audreycaron@gmail.com,2000-04-20,+22995525655,ingénieur en construction navale
Antoinette de la Boulay,Féminin,"ATACORA,KOUANDE,KOUANDE,BECKET-PEULH carré 6534",antoinettedelaboulay@gmail.com,1971-07-16,+22964603553,peintre en bâtiment
Juliette Schneider,Féminin,"BORGOU,PARAKOU,2EME ARRONDISSEMENT,ROSE-CROIX BAH MORA carré 8163",julietteschneider@gmail.com,1934-08-02,+22952598425,employé de restaurant
Bertrand Dubois-Martin,Masculin,"COLLINES,DASSA-ZOUME,KERE,EROKOWARI carré 5744",none,2007-11-03,none,none
Gabriel Leconte,Masculin,"ALIBORI,KANDI,SONSORO,SONSORO carré 2506",gabrielleconte@gmail.com,1976-08-25,+22952756281,patron pêcheur
Michèle Chauveau,Féminin,"ATLANTIQUE,KPOMASSE,DEKANME,FONCOME carré 6992",michèlechauveau@gmail.com,1947-01-20,+22964082545,officier de police
Jules Jean de la Aubry,Masculin,"COLLINES,DASSA-ZOUME,DASSA I,LATIN carré 6754",julesjeandelaaubry@gmail.com,2000-06-23,+22995080601,optronicien
Nicolas de la Paul,Masculin,"ZOU,ABOMEY,HOUNLI,VEKPA carré 8851",nicolasdelapaul@gmail.com,1963-08-19,+22967594283,chef de projet multimédia
Josette Barthelemy,Féminin,"BORGOU,TCHAOUROU,TCHAOUROU,YAMBOUAN carré 7373",josettebarthelemy@gmail.com,1976-06-21,+22996351616,formateur technique en agroéquipement
Chantal Henry-Rocher,Masculin,"ATACORA,OUASSA-PEHUNCO,PEHUNCO,PEHUNCO I carré 2674",chantalhenry-rocher@gmail.com,1989-07-19,+22995944925,administrateur de logiciels de laboratoire
Sébastien Morel,Masculin,"ATLANTIQUE,TOFFO,COLLI,DOGOUDO carré 6026",sébastienmorel@gmail.com,1997-04-18,+22990819603,responsable des ressources humaines
André Le Langlois,Masculin,"ZOU,BOHICON,BOHICON II,ADAME-AHITO carré 6623",andrélelanglois@gmail.com,1956-08-29,+22966674142,ingénieur calcul
Alexandrie Perrin,Féminin,"DONGA,COPARGO,COPARGO,TCHOUTCHOU carré 3763",alexandrieperrin@gmail.com,1934-07-17,+22995415187,développeur économique
Arthur Vincent,Masculin,"ALIBORI,BANIKOARA,OUNET,BONIKI carré 3030",arthurvincent@gmail.com,1983-11-30,+22964249336,chef de projet informatique
Laure-Alex Alexandre,Masculin,"ZOU,ABOMEY,ZOUNZONME,LEGBAHOLI carré 6685",laure-alexalexandre@gmail.com,2001-11-09,+22952878264,peintre en bâtiment
Laurent Vallée-Lesage,Masculin,"ZOU,ABOMEY,DJEGBE,GBECON-HOUEGBO carré 4278",none,2018-01-10,none,none
Lorraine Blot,Féminin,"PLATEAU,IFANGNI,LAGBE,HOUMBO-DJEDJE carré 0588",none,2019-04-22,none,none
Olivier Launay,Masculin,"ATLANTIQUE,TORI-BOSSITO,TORI-CADA,GBOHOUE carré 8084",olivierlaunay@gmail.com,1989-12-05,+22969565635,puériculteur
Honoré Peltier,Masculin,"PLATEAU,KETOU,KETOU,IGUI-OLOU carré 4282",honorépeltier@gmail.com,1942-01-27,+22964202019,responsable des ressources humaines
Emmanuelle Vidal,Féminin,"ATACORA,COBLY,TAPOGA,SIENOU carré 9389",emmanuellevidal@gmail.com,1987-12-23,+22951755190,ingénieur électronicien électronicienne des systèmes de la sécurité aérienne (IESSA)
Robert Martin Le Dufour,Masculin,"ATACORA,KEROU,KEROU,SINAGOUROU carré 7057",robertmartinledufour@gmail.com,1930-08-30,+22954710291,optronicien
Émile Vallet,Féminin,"OUEME,ADJARRA,ADJARRA 2,ADJINAN-AGA carré 9367",émilevallet@gmail.com,1955-01-15,+22964047139,contrôleur de performance
Robert Lejeune,Masculin,"COLLINES,BANTE,GOUKA,GALATA carré 4298",robertlejeune@gmail.com,1948-12-30,+22996087441,moniteur de ski
Jacqueline Ollivier,Féminin,"BORGOU,NIKKI,SEREKALI,SEREKALE carré 5539",jacquelineollivier@gmail.com,1983-05-07,+22996131838,coffreur-boiseur
